Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2011/9/7,29,5.4,19,0,,10.3,ESE,39,ESE,20,40,1031.6,1,18.6,No,No
2011/9/7,3,13.7,22.2,0,6.6,6.2,E,31,E,19,26,1014.6,5,21.9,No,No
2011/9/8,2,0.4,15.9,0,,,WNW,22,NW,11,38,1018.6,,15.7,No,No
2011/9/8,23,-2.8,6.6,0,,,NNW,26,NNW,9,61,,,5.1,No,No
2011/9/8,5,1.1,12.7,0,,,W,31,WSW,17,52,1019.2,7,10.4,No,Yes
2011/9/8,6,2,16.4,0,,,WNW,33,W,13,44,1018.4,5,14.2,No,No
2011/9/8,35,0.1,15.5,0,2.8,8.9,W,35,W,24,37,1017.4,5,14.5,No,Yes
2011/9/8,18,5.4,16.6,0,2.8,7.7,SSE,33,SSE,17,39,1019,,14.2,No,Yes
2011/9/8,7,12.7,25.2,0,4.8,11,ENE,26,NE,11,44,1016.2,8,24,No,No
2011/9/8,43,11.3,16.3,0,,,SSE,30,SSE,17,68,1037.7,,15.1,No,No
2011/9/9,15,5.7,11.9,0,1.6,6.9,SSW,48,SW,15,53,1010,,9.7,No,No
2011/9/9,13,22,32.1,0,7.6,10.2,NW,35,NW,24,62,1011,2,29.7,No,Yes
2011/9/10,26,7.8,17.2,5.8,,,WSW,46,W,17,39,1008.7,,16.3,Yes,No
2011/9/10,42,3,14.7,2.6,2.6,8.4,WSW,63,WSW,37,48,1014.5,6,13.8,Yes,No
2011/9/10,47,8,16.8,3,,,SSW,61,WSW,22,42,1008.4,7,14.9,Yes,No
2011/9/10,6,5.6,15.1,1.4,,,SW,50,WSW,28,45,1017.5,7,14.1,Yes,No
2011/9/10,19,6.5,14.9,6.4,2.4,3.8,SW,52,S,19,64,1016.7,7,13.5,Yes,Yes
2011/9/10,12,8.2,14.3,1.6,2.6,8.1,SSW,41,SW,28,80,1020.2,,12.5,Yes,Yes
2011/9/10,7,10.7,19.6,14.6,4.2,11.2,W,46,W,22,28,1010.1,1,19,Yes,No
2011/9/10,48,6,18.8,0,6.7,10.4,WSW,46,WSW,26,27,1026,1,18.2,No,No
2011/9/11,4,5.5,19.1,0.2,,,W,41,W,22,40,1011.7,,17,No,No
2011/9/11,11,6,19.4,0,4.2,10.5,NE,26,ENE,15,37,1011.5,1,18.9,No,No
2011/9/11,35,7.9,15.4,0,3,6.8,SW,59,SW,30,55,1015.5,4,13.9,No,Yes
2011/9/11,19,6.6,14,3.4,1,7.7,S,59,S,37,63,1018.8,6,11,Yes,No
2011/9/11,28,6.7,14.6,0.6,1.6,7.1,,,WSW,24,72,1024.4,6,13.7,No,No
2011/9/11,1,7,22.6,0,2.2,10.7,,,N,9,43,1026.8,0,22,No,No
2011/9/11,3,1.5,21.1,0,7,11.3,SSE,41,S,17,13,1022,0,20.6,No,No
2011/9/12,27,14.5,19.7,1.6,6,9.4,WSW,59,WNW,30,86,1013.7,5,15.3,Yes,Yes
2011/9/12,18,9.5,14.4,0.2,3.2,0.9,NW,33,WNW,22,42,1024,,14.1,No,No
2011/9/12,0,5,16.3,0.8,4.4,5.4,WSW,28,SW,11,50,1027.2,,15.4,No,No
2011/9/12,48,7.7,19.8,0,4.2,11,N,26,S,15,32,1026.8,0,18.5,No,No
2011/9/13,26,8.8,22.2,0,,,N,35,NNW,19,34,1020.3,,21.6,No,No
2011/9/13,40,-3.7,14.7,0,,,NW,41,NNW,20,47,1020.8,,13.3,No,No
2011/9/13,5,6.1,14.8,0,,,NNW,54,N,41,55,1019.4,,13.8,No,No
2011/9/13,33,9.2,16.7,2.6,1.6,8.5,NW,59,WNW,37,64,1017.3,4,15.8,Yes,No
2011/9/13,17,6,16.1,0,,,NNW,46,NNW,22,70,1012.2,,14,No,Yes
2011/9/14,24,11.5,25,0,,,,,NE,19,28,,0,24.5,No,No
2011/9/14,27,13.1,18.2,0,6,10.6,SSW,33,WSW,19,55,1022.5,1,17.5,No,No
2011/9/14,42,1.8,23.4,0,2,10.9,WNW,56,W,33,21,1018.5,2,22.7,No,No
2011/9/14,23,-2,8.8,0,,,WSW,81,,,,,,,No,No
2011/9/14,5,2.9,14.2,0.6,,,W,44,WSW,24,58,1020.3,3,13.3,No,No
2011/9/14,14,11.2,25.5,0.2,,,NW,35,NE,28,54,1021.2,,22.5,No,No
2011/9/14,1,8.8,17.7,3.6,2.6,9.9,,,WSW,11,69,1017.8,2,16,Yes,No
2011/9/14,46,5.5,17.9,0,,,NNW,39,N,15,67,1018.7,,16.9,No,Yes
2011/9/15,21,4.6,26,0,5.2,,WSW,41,SW,24,15,1020.5,1,25.3,No,No
2011/9/15,6,-1.9,16.8,0,,,NNW,33,NW,17,42,1019.8,6,16.3,No,No
2011/9/15,35,2.6,17.1,0,4,8.1,W,35,WSW,24,42,1017.7,5,16.1,No,No
2011/9/15,17,3.1,16,0.1,,,NNW,39,NNW,22,55,1013.7,,15,No,No
2011/9/16,26,12.8,23.7,0,,,NNE,26,ENE,15,77,1012.9,,19.1,No,No
2011/9/16,45,8.9,28.6,0,,,WNW,46,WNW,20,21,1013.2,,27,No,No
2011/9/16,0,11.1,24.3,0,3,7.6,NNE,17,NW,7,41,1015.3,,23.4,No,No
2011/9/16,22,8.6,18.5,1.4,0.4,9.8,W,30,W,19,63,1015.1,2,17.8,Yes,No
2011/9/16,31,14.4,21.5,16,2,5.6,W,54,NW,24,65,1013.2,5,19.3,Yes,Yes
2011/9/17,2,3.7,21.7,0,,,NE,26,NE,20,52,1011.8,,21.5,No,No
2011/9/17,27,13.2,18.6,1.8,2.6,10.6,SW,31,WNW,17,50,1016.4,1,18.3,Yes,No
2011/9/17,34,6,29.3,0,,,NE,20,E,9,28,1012.2,,28.5,No,No
2011/9/17,7,11.2,31.6,0,5.6,11,NNE,17,NNE,7,23,1016.1,0,30.5,No,No
2011/9/18,2,5.5,23.9,0,,,NNW,19,WSW,11,36,1015.2,,23.2,No,No
2011/9/18,27,13.9,19.8,0,4,10.9,W,28,W,20,70,1019.9,4,19.3,No,No
2011/9/18,38,14.2,31.1,0,6.8,10.5,S,63,SSE,31,69,1015.9,1,20,No,No
2011/9/18,1,11.2,15.8,11,3,2.4,,,WSW,39,61,1002.1,4,13,Yes,Yes
2011/9/18,31,12.2,17.8,17.6,4,6,SW,76,WSW,28,42,1009.9,6,17.1,Yes,Yes
2011/9/18,13,22.6,32.2,0,7.2,9.6,N,35,N,22,47,1010.9,1,31.6,No,No
2011/9/19,27,14.2,20.4,0,3.6,9.4,WNW,50,WNW,28,77,1018.8,1,20,No,No
2011/9/19,5,6,25.4,0,,,NNW,115,N,41,31,999.8,1,24.4,No,Yes
2011/9/19,31,11.9,20.2,3,4,4.3,SW,39,WSW,13,70,1021.4,5,17.4,Yes,No
2011/9/20,2,10.1,13.6,1,,,W,61,W,22,70,1011.2,,12.9,No,Yes
2011/9/20,11,13,29.4,0,3,10.8,N,63,NE,30,44,1006.7,1,26.4,No,No
2011/9/20,6,8.5,17,4,,,WSW,56,WNW,22,34,1011.7,5,16.4,Yes,No
2011/9/21,27,11.3,18.8,0,3.6,7,NE,37,NNE,20,59,1018.4,2,18.1,No,No
2011/9/21,14,16.1,23.8,0,,,S,54,SE,35,53,1017.7,,21.6,No,No
2011/9/21,28,5.9,21.6,0,3.6,9,N,30,NW,17,39,1018.9,1,20.7,No,No
2011/9/21,32,12,19,3.6,3,3.6,W,57,W,22,79,1013.6,4,15.6,Yes,Yes
2011/9/21,43,11.4,17.2,7.4,,,SSW,63,W,22,76,1008,,14.7,Yes,Yes
2011/9/21,15,8.7,19.9,0.2,4,9.7,NW,78,NW,31,50,1004.4,,17.3,No,No
2011/9/22,38,12,22.7,0,5.2,10.9,NNE,50,ENE,26,50,1018.8,0,21.6,No,No
2011/9/22,5,6.6,21.6,0,,,N,74,N,50,34,1011.1,,20.8,No,No
2011/9/22,6,4.5,24.3,0,,,N,63,N,35,21,1013,1,23.7,No,No
2011/9/22,15,12,21.5,0.2,3,10.2,NW,78,NNW,31,29,1004.6,,20.8,No,Yes
2011/9/23,10,13.7,29,0,,,SW,33,SW,13,18,1017,,27.4,No,No
2011/9/23,35,11.4,15.2,0,7.4,7.3,W,93,W,31,46,1019.7,3,13.4,No,No
2011/9/23,18,11.3,16.4,0,11,6.1,WSW,65,SSE,20,44,1021.8,7,14.7,No,No
2011/9/23,44,10.1,15.1,0,11,6.1,WSW,56,SSW,15,48,1021.5,7,13.3,No,No
2011/9/23,7,12.3,25.7,0,6.2,10.7,ENE,22,NE,9,51,1017.8,1,24.3,No,No
2011/9/24,35,2.2,14.6,0,3.2,8,SE,35,S,24,48,1022.1,3,12.8,No,Yes
2011/9/24,17,0.6,15.2,0,,,SSE,30,SE,15,37,1023.9,,14.7,No,No
2011/9/24,3,9.7,25.2,0,8,5.9,ESE,33,ESE,22,19,1016.2,,24.9,No,No
2011/9/25,2,8.6,19.8,1,,,SSE,43,E,9,36,1020.5,,18.9,No,No
2011/9/25,4,11.2,16.1,22.2,,,S,37,SW,7,100,1021.2,,11.7,Yes,Yes
2011/9/25,7,17.5,26.1,0.2,6.4,9.4,NE,28,NE,13,66,1009,5,23.1,No,No
2011/9/25,28,2.4,16.6,0,2.2,11.4,SSE,30,ENE,11,21,1021.3,3,16.2,No,No
2011/9/26,24,,19.4,39.2,,,,,NE,6,58,,6,19,Yes,No
2011/9/26,26,12.3,19.2,52.4,,,S,57,ESE,26,66,1021.9,,17,Yes,No
2011/9/26,42,0.5,20.1,0,4.8,9.4,ENE,37,NE,19,35,1019.5,5,19.8,No,No
2011/9/26,44,3.4,20.7,0,6.6,9.1,N,41,NNW,13,38,1018.4,7,19,No,No
2011/9/26,8,14.3,27.7,0,6.8,11,ENE,28,NNE,15,60,1011.6,1,26.1,No,No
2011/9/26,43,9.7,14.2,7.6,,,WSW,50,W,28,56,1007.7,,13.4,Yes,Yes
2011/9/26,15,3.9,16.7,0,3.2,8.4,SSW,33,ESE,11,44,1018.5,,15,No,No
2011/9/27,20,10.3,30.6,0,5.2,10.8,NNE,50,NNE,33,13,1005.4,1,30.4,No,No
2011/9/27,44,9.8,21.6,0,6.8,5.7,NNE,44,NE,17,54,1011.4,7,19,No,No
2011/9/27,48,14.9,34.8,0,16.8,11.2,WNW,57,W,24,6,1002.1,0,34,No,No
2011/9/27,1,7.5,14,9.8,2.6,5.3,,,W,44,65,1005.7,6,12,Yes,Yes
2011/9/28,21,14.2,17.9,0,5.6,0,NE,44,NE,11,91,1014.6,8,15.7,No,Yes
2011/9/28,24,10.2,21.8,0,,,,,,0,74,,8,18.5,No,Yes
2011/9/28,1,7.6,15.4,4.4,3.2,10.1,,,WSW,37,58,1016.9,6,13.9,Yes,No
2011/9/28,36,4.4,19,3.6,,,WSW,48,W,24,32,,,17,Yes,No
2011/9/29,4,14.2,20.6,10.8,,,W,65,NW,19,41,996.4,,17.3,Yes,No
2011/9/29,26,14.5,22.3,23.6,,,NNW,54,W,30,36,996.5,,18.6,Yes,No
2011/9/29,27,14.3,18.6,16,3,3.6,SSE,44,S,20,76,1012.2,7,17.9,Yes,No
2011/9/29,47,15.1,20.9,3,,,NNW,76,WNW,35,33,994.9,,19.2,Yes,No
2011/9/29,44,10.7,14.6,36.4,7.6,1,WSW,63,W,31,67,993.5,7,13.2,Yes,Yes
2011/9/29,12,9,15.3,11.2,1.2,4.7,SW,52,SW,30,69,1000.2,,13.9,Yes,Yes
2011/9/29,3,7.4,25.6,0,12.6,11.6,E,37,ENE,11,10,1012.2,0,25.1,No,No
2011/9/30,9,6.6,13.6,2.4,5.2,7.5,,,WNW,22,51,1003.8,5,11.6,Yes,No
2011/9/30,23,-2.9,0.1,17.4,,,WSW,57,W,22,,,,,Yes,Yes
2011/9/30,5,4.2,12.7,4,,,NNW,46,N,19,68,1000.6,8,10.9,Yes,Yes
2011/9/30,46,6.4,20.2,0,,,SE,28,ESE,13,46,1016.3,,19.8,No,No
2011/9/30,32,11.6,22.1,0,6.2,4.7,ENE,61,E,20,39,1013.6,6,21.5,No,No
2011/9/30,15,7.9,13.3,1.4,1.6,6.8,SSW,46,S,24,68,999.4,,10.5,Yes,Yes
2011/10/1,30,7,18.8,0,,,N,43,WNW,9,52,,,16.3,No,No
2011/10/1,42,8.2,11.6,1.4,2.2,0,SSE,31,SE,11,85,1006.7,8,11,Yes,Yes
2011/10/2,21,4.8,18,4.4,5.2,8.5,SSW,44,SSW,20,50,1013.6,6,16.7,Yes,No
2011/10/2,42,2.9,19.2,6.6,1.2,9.7,E,37,SSW,13,40,1017.1,7,18.4,Yes,Yes
2011/10/2,39,15.5,31.8,0,12,10.8,SSW,50,ENE,35,35,1010.4,2,26.7,No,No
2011/10/2,29,13.1,22.5,,,6.8,W,39,W,24,58,1005.4,,22,,No
2011/10/2,32,12.7,22.6,0,3.8,6.8,SW,46,W,20,57,1005.6,4,20.8,No,No
2011/10/2,31,13.2,22.7,0,3.8,6.8,SW,43,W,13,58,1005.6,4,21.6,No,No
2011/10/2,13,23.9,32.1,0,7.4,9.3,NW,31,NW,26,58,1007.9,1,31.3,No,No
2011/10/3,10,8.9,20.8,0,4.2,,E,33,NNE,6,37,1019.4,7,18.9,No,No
2011/10/3,11,11.4,18.9,21.6,3.2,7,SSW,52,S,37,64,1018.4,7,17.3,Yes,No
2011/10/3,27,17.7,20.5,4.2,6.4,10.8,WNW,59,W,31,67,1007,3,19.2,Yes,No
2011/10/3,38,10.4,16.2,6.4,4.2,7.2,SSE,54,S,39,60,1021.7,6,16,Yes,No
2011/10/3,42,3,18.4,2.8,4,11.6,E,20,NW,6,39,1022.1,3,17.5,Yes,No
2011/10/3,9,-0.5,17.2,2.8,1.6,10.2,,,SW,11,36,1021.1,,15.7,Yes,No
2011/10/3,14,14,23.3,0,,,SE,63,SSE,52,66,1016.5,,19.6,No,No
2011/10/3,29,12.7,20.5,0.4,,6.2,SSW,35,SSW,24,60,1010.4,,19.1,No,No
2011/10/3,43,13.1,19.1,34.6,,,SW,33,SSE,13,72,1012.1,,18.4,Yes,No
2011/10/4,45,10.9,19.7,1.4,4.4,8.3,SW,39,S,26,48,1022.8,5,17.8,Yes,No
2011/10/4,47,11.6,16.6,0,,,SSW,43,S,22,71,1023.7,8,15.5,No,No
2011/10/4,20,8.8,26.5,0,3,10.9,N,37,NNE,17,20,1017.1,5,25.5,No,No
2011/10/4,14,12.9,22.9,0,,,SSE,61,SSE,50,58,1018.3,,20.8,No,No
2011/10/4,29,13.5,21,0,,5.8,WSW,35,SW,13,55,1016.1,6,20.9,No,No
2011/10/5,45,8.6,19.4,0,4,4.7,SE,28,SSE,15,51,1018.4,7,18.1,No,No
2011/10/5,28,11.7,14.9,13,1.4,0,NE,26,N,9,88,1011,7,14.7,Yes,Yes
2011/10/6,26,13.6,18.2,0,,,SSE,13,,0,75,1013.6,,17.1,No,Yes
2011/10/6,38,13.4,20.6,0,3,0.9,ENE,33,NNE,19,57,1013.5,8,19.8,No,Yes
2011/10/6,6,11.4,18.7,0,,,NNE,26,ENE,9,66,1012.2,7,17,No,Yes
2011/10/6,35,8.1,18,0,2.2,0.1,ENE,20,E,15,77,1012.6,7,17,No,No
2011/10/6,20,13.3,20.3,4,1.6,1.6,WSW,50,SW,13,63,1012.2,7,18.9,Yes,No
2011/10/6,12,11.4,18.9,1.2,1.8,0.9,ESE,19,SSE,7,75,1013.5,,18,Yes,No
2011/10/6,0,13.6,19.4,0.8,0.6,3.3,WSW,26,SW,13,69,1013.7,,18.5,No,No
2011/10/6,15,9.6,14.1,0.8,3.2,0,SE,15,ESE,6,87,1017.1,,12.5,No,Yes
2011/10/6,3,12.4,28.1,0,7.2,11.7,ESE,30,SSE,9,25,1011.5,1,27.8,No,No
2011/10/7,4,12.3,21.9,1.6,,,N,20,N,13,73,1009.8,,20.6,Yes,Yes
2011/10/7,10,11.2,20.9,0.4,3,,SW,24,W,9,44,1010.2,8,20.4,No,No
2011/10/7,7,15.9,26.3,5.4,2.4,8.4,W,20,N,6,51,1009.3,3,25.6,Yes,Yes
2011/10/7,17,9.7,18.5,5.8,,,NNW,17,NE,2,44,1013.9,,17.8,Yes,No
2011/10/8,4,14.7,21.3,5.4,,,SE,22,S,9,99,1009.4,,17.1,Yes,Yes
2011/10/8,20,8.6,22.9,0,3.6,10.9,SW,35,WNW,20,36,1013.1,7,21.4,No,No
2011/10/9,10,10,23.7,0,5.8,,SSW,44,SW,17,29,1010.3,7,22.5,No,No
2011/10/9,27,13.8,19.9,0,4.8,7.6,NNE,54,NNE,28,83,1010.6,7,18.4,No,Yes
2011/10/9,19,9.5,16,6.4,1.6,6.8,SW,54,SW,31,46,1010.7,6,13.6,Yes,No
2011/10/9,28,9.9,17.9,0.4,3.4,4.8,WSW,30,WSW,17,63,1013.1,7,17.1,No,No
2011/10/10,11,12,22.1,0,3.8,10.4,NE,30,NE,20,42,1007.6,3,20.6,No,No
2011/10/10,24,10.5,23,0,,,,,NE,2,48,,5,21.8,No,No
2011/10/10,38,12.1,20.9,0,4.4,6.9,E,37,E,30,57,1006.4,6,18.3,No,No
2011/10/10,20,5.6,19.2,0,3.6,10.4,W,43,WSW,22,29,1013.1,6,18.8,No,No
2011/10/10,36,7.8,23.4,0,,,SSE,31,NE,13,27,,,23.1,No,No
2011/10/10,3,20.4,31.8,0,13.4,11.5,S,41,SSE,20,16,1009.7,6,30.6,No,No
2011/10/10,13,26.5,33.7,0,4.6,10.5,WNW,33,WNW,26,49,1010,1,33,No,No
2011/10/11,42,2.6,17.6,0,5.2,10.3,W,52,SW,24,42,1013,6,16.2,No,No
2011/10/11,23,-2.5,8.4,0,,,WSW,61,WSW,15,56,,,6.5,No,No
2011/10/11,12,8.5,14.5,1.6,1,3.3,SW,37,SW,15,73,1016.3,,12.6,Yes,No
2011/10/11,39,22.6,30.7,0,6.8,5.7,,,N,20,73,1006,6,27.4,No,No
2011/10/11,29,11.3,24.1,1.8,,11.1,WSW,35,WSW,24,63,1012.9,5,22.2,Yes,No
2011/10/11,31,12.8,25.3,0,5,11.1,E,46,WSW,17,60,1013.3,2,21.3,No,No
2011/10/11,3,11.7,31,0,12,11.9,E,48,E,22,15,1009.8,5,30.3,No,No
2011/10/12,24,9.3,20.2,0,,,,,SE,6,52,,4,20,No,No
2011/10/12,47,10.3,16.5,0,,,SSE,35,SSE,22,78,1018.1,7,15.3,No,No
2011/10/12,44,8.5,16.7,0.2,4,5.8,SSW,24,SSW,13,60,1019.7,7,14.7,No,No
2011/10/12,8,21.3,31.9,0,6.6,10.7,N,31,N,19,68,1007.4,1,29.4,No,No
2011/10/12,39,17.9,34.6,0,4.4,10.3,NE,31,NNW,15,26,1006.7,1,33.2,No,No
2011/10/12,46,11.1,18.6,0,,,WNW,41,NNW,19,59,1014.3,,17.6,No,Yes
2011/10/12,15,7,17.1,0.8,5,10.1,WSW,39,SW,20,44,1015.7,,16.1,No,No
2011/10/12,3,16.6,35.4,0,12,8.5,E,41,NNW,17,10,1006.9,4,34.6,No,No
2011/10/14,45,13.3,22.4,0,,,E,35,NE,17,63,1016.6,8,20.7,No,No
2011/10/14,14,17.1,24.6,14,,,SSE,37,SSE,28,77,1014.1,,23.4,Yes,Yes
2011/10/14,0,19.2,22,0,6.4,2.8,NW,70,ESE,9,81,1008.2,,17.3,No,Yes
2011/10/14,31,7.2,22.3,0.8,4.8,9.5,WSW,28,WSW,15,58,1020.4,4,20.2,No,No
2011/10/14,43,11.2,19.2,0,,,W,57,WNW,30,71,1016.6,,18,No,No
2011/10/14,15,8.6,22.1,0,2.8,7.1,N,35,NNE,15,36,1013.2,,21.7,No,No
2011/10/14,17,5,20.9,0,,,N,30,NE,15,49,1014.4,,19.6,No,Yes
2011/10/14,13,26.3,35.5,0,7.2,11.2,NW,37,WNW,19,33,1009.8,1,34.3,No,No
2011/10/15,4,14.4,25.9,0,,,E,24,SE,15,52,1006.7,,25.1,No,No
2011/10/15,30,14.2,27.2,0.8,,,SSW,26,ENE,4,49,,,26.2,No,No
2011/10/15,35,7.4,23.7,0.2,3,8.2,W,48,WSW,28,56,1004.3,4,21.4,No,No
2011/10/15,32,10.3,28.5,0,5.8,9.7,ENE,41,ENE,15,29,1019.2,7,27.9,No,No
2011/10/15,36,12.7,22.1,0,,,SE,37,SSE,17,35,,,21.1,No,No
2011/10/15,3,14.2,30.8,0,11.8,12.1,ESE,48,ESE,20,5,1014.8,1,29.7,No,No
2011/10/16,47,14.5,19.7,0.4,,,SSW,39,ESE,15,70,1015.5,,19.1,No,No
2011/10/16,6,3.1,18,0,,,,54,WSW,33,26,1022.5,3,16.1,No,No
2011/10/16,12,8.1,15.8,3.8,3.6,11.6,WSW,56,SW,28,61,1025.1,,14.7,Yes,No
2011/10/16,32,18.5,36.1,0,8,11.1,ENE,63,W,22,32,1009.1,1,29.3,No,No
2011/10/16,31,19.3,36.3,0,8,11.1,N,52,W,17,34,1008.8,1,27.9,No,No
2011/10/17,21,9.8,27.4,0,11,9,E,39,E,13,37,1023.7,5,26.7,No,No
2011/10/17,36,17.8,35.6,0,,,NNW,63,NW,26,11,,,33.9,No,No
2011/10/18,24,11,21,0.2,,,,,SE,2,46,,1,20,No,No
2011/10/18,26,13.1,20.5,0,,,NE,30,ESE,13,54,1032,,19.1,No,No
2011/10/18,34,9.8,22.1,0,3.6,,ENE,30,NE,6,40,1031,,21.2,No,No
2011/10/18,47,13.2,18.8,0,,,NNE,26,NE,15,58,1031.8,,18.3,No,No
2011/10/18,5,1.2,21.3,0,,,NNE,44,N,24,34,1028.2,,20.7,No,No
2011/10/18,6,5,24.7,0,,,NNE,37,NNW,19,19,1028.2,0,23.2,No,No
2011/10/18,19,4,24.4,0,4.4,12.3,N,67,N,33,28,1028.2,0,23.8,No,No
2011/10/18,14,17.5,23.7,1.6,,,SE,59,SE,43,58,1029,,21.1,Yes,No
2011/10/18,39,23.1,29.3,0.2,5.8,4.8,ESE,63,ESE,39,51,1018.4,7,28,No,No
2011/10/18,0,13.2,29.8,0,4.8,12.5,NNE,44,NNE,24,9,1021.5,,28.2,No,No
2011/10/18,31,13.2,19.8,7,5,5.5,SSW,39,SW,20,59,1014.7,3,17.9,Yes,No
2011/10/18,43,12.7,16.3,3.2,,,SSW,44,SSW,28,82,1014.3,,13.5,Yes,Yes
2011/10/19,40,3.6,24.9,0,,,NNW,43,WNW,11,27,1026.2,,23.9,No,No
2011/10/19,44,7.6,27.9,0,8,12.5,N,54,N,22,36,1023.1,1,27.3,No,No
2011/10/19,46,4.5,18.1,1.8,,,SSW,28,SSW,15,48,1024.2,,17,Yes,No
2011/10/19,36,9,18.9,5.4,,,SSW,44,S,26,49,,,16.9,Yes,No
2011/10/19,43,7.8,17.3,5.4,,,S,31,S,13,59,1023.5,,16.4,Yes,No
2011/10/20,21,11.3,26.3,0,6.6,12.2,NE,33,ESE,9,30,1023.4,3,24.6,No,No
2011/10/20,45,8.6,26.4,0,5.6,,SE,33,SE,24,39,1024.3,1,25.2,No,No
2011/10/20,6,12.9,28.5,0,,,NW,35,N,15,24,1020.1,6,27.8,No,No
2011/10/20,35,8.9,30.8,0,5.6,11.6,NW,46,WNW,30,24,1016.9,3,30.4,No,No
2011/10/20,33,15.4,22.8,0,7.4,0.6,WSW,46,WSW,30,69,1018.9,8,18.7,No,No
2011/10/20,14,17,24.2,0,,,SSE,41,SE,26,65,1025.1,,21.5,No,No
2011/10/20,31,9,25.5,0,5.8,11.9,E,26,E,7,22,1019.3,0,25,No,No
2011/10/20,43,6.4,19.1,0.2,,,SSW,26,SSE,13,64,1023.3,,17.2,No,No
2011/10/21,43,7.6,20.8,0,,,ESE,28,SSE,11,63,1017.5,,20.3,No,No
2011/10/22,2,13.3,25.9,0,,,ENE,22,S,11,48,1020.8,,25.3,No,No
2011/10/22,30,12.7,30.4,0,,,N,22,NNE,13,34,,,29.7,No,No
2011/10/22,38,17.3,25.8,0,8.8,8.2,S,41,E,24,50,1021.2,6,25.5,No,No
2011/10/22,12,8.2,19,0.2,2.4,2.8,ESE,30,E,6,83,1021.9,,17.8,No,No
2011/10/22,29,15,27.2,0,,0.6,WSW,43,SW,28,43,1009.7,,23.3,No,Yes
2011/10/22,15,8.6,17.9,0.2,3.4,11.7,SE,31,ESE,20,48,1020.4,,17.5,No,No
2011/10/22,3,15.7,33.8,0,3.4,9.3,,,WSW,7,24,1011.1,7,33.1,No,No
2011/10/23,26,16.9,24.1,0.2,,,NNE,35,NE,17,75,1018.5,,22.5,No,No
2011/10/23,37,19,24.8,0,4.8,9.5,ENE,30,ENE,19,71,1017.9,,22.4,No,No
2011/10/23,38,18.5,25.6,0,4.8,9.5,NNE,37,E,19,63,1017.7,6,24.5,No,No
2011/10/23,45,11.4,27.8,0,,,NE,30,ESE,13,58,1018.5,,25.8,No,No
2011/10/23,9,8.4,29.3,0,4.8,11.6,NNW,41,NW,26,23,1017.9,3,27.7,No,No
2011/10/23,40,9.6,28.9,0,,,NW,41,NW,19,29,1017.4,,27.8,No,No
2011/10/23,14,16,24.9,0,,,ESE,30,E,17,53,1021.3,,23.5,No,No
2011/10/23,31,15.3,24.6,3.2,3,10.7,ESE,28,ESE,13,49,1013.4,7,22.5,Yes,No
2011/10/24,26,16.5,31,0,,,N,52,N,31,45,1009,,28.8,No,No
2011/10/24,40,9.1,28.5,0,,,NW,59,NNW,22,33,1008.6,,26.4,No,Yes
2011/10/24,23,9.3,17.8,0,,,NW,61,NW,28,62,,,15.5,No,Yes
2011/10/24,12,10.7,13.9,5.8,3,5.6,S,44,SSE,20,78,1013.9,,13,Yes,Yes
2011/10/24,14,15.3,25.9,0,,,NE,35,NE,28,64,1015.5,,24.2,No,No
2011/10/24,39,22.6,29.7,0,9,9.6,ESE,39,ENE,28,64,1012.8,3,26.9,No,No
2011/10/24,0,19,22.5,0.2,10,1.7,SE,54,SE,17,65,1010.9,,16.8,No,No
2011/10/24,22,10.5,14.6,7.6,3,5.6,SSE,54,SSE,31,69,1014,7,13,Yes,Yes
2011/10/25,18,10.7,17.6,7.6,1.6,2.1,SSE,48,S,31,57,1017.1,7,16.4,Yes,No
2011/10/25,46,12,22.4,0,,,SE,30,E,13,51,1011.2,,21,No,No
2011/10/25,15,2.8,16.5,2.2,3.4,11.1,SW,41,SE,9,41,1016.9,,15.6,Yes,No
2011/10/26,10,11.7,28.4,0,8.4,,E,48,SSE,9,29,1013.4,4,26.9,No,No
2011/10/26,45,14.6,19,23.6,5.4,0,S,39,SE,26,55,1021.8,7,17.9,Yes,No
2011/10/26,47,12.3,16.9,0.6,,,SE,41,SE,26,65,1023.4,8,16.5,No,No
2011/10/26,5,6.5,18.1,0,,,SE,48,SE,17,60,1019.9,,17,No,No
2011/10/26,7,20.3,27.4,0,6.2,7.1,E,30,E,11,62,1013.4,2,25.5,No,Yes
2011/10/26,17,3.6,18.2,0,,,NW,28,NNW,19,57,1024.2,,17.3,No,No
2011/10/26,13,23.6,32.4,3.4,4.4,10.6,NW,30,NNW,19,75,1008.2,6,29.5,Yes,Yes
2011/10/27,26,14.6,20.4,0.8,,,ESE,39,ESE,20,63,1021.8,,19.1,No,No
2011/10/27,30,12.3,17.8,1.6,,,NNW,20,SSW,11,78,,,17,Yes,No
2011/10/27,35,4.1,22.1,0,6.4,11.9,E,31,ESE,20,46,1017.4,5,21,No,No
2011/10/27,43,14,18.2,6.2,,,S,35,S,15,74,1012.8,,17.1,Yes,Yes
2011/10/28,21,15.1,28.4,0,5.4,10.8,NE,39,NNE,19,47,1013.2,6,28.1,No,No
2011/10/28,34,12.3,25.3,0,1.2,,NE,26,NE,11,62,1014.7,,24,No,No
