Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2016-02-17,42,8.8,26.6,0.0,10.8,12.9,SW,43.0,WSW,20.0,23.0,1009.1,2.0,24.7,No,No
2016-02-20,42,16.6,32.5,0.0,10.6,11.6,WSW,41.0,WSW,22.0,19.0,1016.3,1.0,30.6,No,No
2016-02-22,42,18.5,36.0,0.0,8.4,9.5,ENE,28.0,W,11.0,24.0,1019.2,7.0,34.6,No,No
2016-02-24,42,21.9,40.1,0.0,11.4,12.2,NW,41.0,NNW,24.0,13.0,1009.1,3.0,38.8,No,No
2016-02-25,42,24.4,37.2,0.0,15.0,7.6,W,46.0,W,24.0,15.0,1008.4,7.0,36.1,No,No
2016-03-01,42,20.3,35.3,0.0,8.8,11.6,E,37.0,N,11.0,24.0,1015.8,2.0,32.9,No,No
2016-03-16,42,19.3,30.5,0.0,8.6,10.8,E,41.0,NE,20.0,30.0,1015.3,1.0,29.5,No,No
2016-04-07,42,7.4,23.2,0.0,8.0,10.5,WSW,24.0,WSW,11.0,20.0,1020.0,7.0,22.6,No,No
2016-04-15,42,12.7,29.3,0.0,4.8,6.5,WNW,35.0,NW,19.0,24.0,1020.1,7.0,28.6,No,No
2016-04-18,42,11.9,25.1,0.0,4.4,10.0,ENE,30.0,NE,15.0,34.0,1017.7,1.0,24.4,No,No
2016-04-24,42,7.5,24.1,0.0,3.6,10.7,ENE,22.0,ESE,6.0,25.0,1027.6,1.0,23.7,No,No
2009-01-06,45,18.6,33.7,0.0,9.2,13.0,ENE,39.0,ESE,19.0,49.0,1008.1,1.0,29.2,No,No
2009-01-16,45,19.3,26.2,6.0,13.8,7.2,SE,46.0,SE,22.0,64.0,1009.1,1.0,25.1,Yes,No
2009-01-26,45,19.1,24.5,1.0,2.8,0.0,S,37.0,S,22.0,87.0,1017.8,7.0,24.0,No,No
2009-03-09,45,17.5,25.8,0.0,7.2,11.0,ESE,41.0,E,26.0,57.0,1019.3,6.0,25.0,No,No
2009-03-24,45,16.4,30.8,0.0,6.6,10.8,NE,31.0,NE,13.0,39.0,1016.1,1.0,30.2,No,No
2009-04-05,45,17.2,24.1,2.6,1.8,6.7,E,31.0,E,17.0,64.0,1014.6,4.0,22.2,Yes,No
2009-04-12,45,17.9,26.8,0.2,2.4,5.7,WSW,26.0,SSE,15.0,68.0,1020.1,7.0,24.3,No,No
2009-04-15,45,17.0,28.4,0.0,3.6,10.9,WNW,41.0,WNW,26.0,30.0,1008.1,1.0,27.9,No,No
2009-04-17,45,11.6,23.6,0.0,3.4,9.2,SSW,39.0,SSE,26.0,51.0,1014.7,0.0,22.1,No,No
2009-05-03,45,13.2,20.7,9.6,2.6,5.2,SSW,30.0,SSE,13.0,62.0,1024.9,3.0,19.4,Yes,No
2009-07-03,45,11.8,17.2,0.0,7.6,8.9,WNW,67.0,W,37.0,31.0,1003.5,4.0,16.4,No,No
2009-07-05,45,9.0,17.4,0.0,5.0,9.4,WNW,48.0,SSW,22.0,32.0,1016.0,5.0,15.9,No,No
2009-07-10,45,6.9,17.8,1.4,1.4,8.1,ESE,33.0,SE,22.0,59.0,1023.5,2.0,16.7,Yes,No
2009-07-24,45,8.4,16.0,2.4,3.2,3.4,SSW,31.0,SSW,15.0,65.0,1024.5,8.0,14.8,Yes,No
2009-07-30,45,5.6,18.4,0.0,2.0,10.0,WNW,37.0,WNW,28.0,39.0,1019.6,1.0,18.0,No,No
2009-08-23,45,11.1,27.1,0.0,3.6,9.9,ENE,24.0,NE,15.0,40.0,1007.5,3.0,26.8,No,No
2009-08-25,45,13.6,21.3,0.0,6.6,10.5,WNW,76.0,WNW,44.0,13.0,1007.1,2.0,20.8,No,No
2009-09-01,45,7.3,21.8,0.0,5.6,10.9,WNW,37.0,ESE,20.0,39.0,1019.1,1.0,19.5,No,No
2009-10-18,45,11.8,20.5,5.4,6.2,9.4,SE,31.0,SE,22.0,52.0,1025.0,3.0,19.5,Yes,No
2009-11-02,45,11.7,25.6,0.0,7.2,9.7,S,30.0,SE,19.0,70.0,1016.8,4.0,24.6,No,No
2009-11-04,45,19.4,22.7,0.0,13.0,0.8,SSW,39.0,ESE,24.0,70.0,1014.7,8.0,20.1,No,No
2009-11-15,45,14.3,26.3,0.0,7.0,10.3,SSE,44.0,SSE,30.0,69.0,1010.3,3.0,24.4,No,No
2009-11-16,45,19.4,34.4,0.0,6.8,8.1,SSW,67.0,N,13.0,37.0,1002.2,6.0,33.3,No,No
2009-12-05,45,17.6,24.8,0.0,7.8,7.0,SE,35.0,SE,28.0,65.0,1011.8,6.0,23.9,No,No
2009-12-06,45,15.7,26.1,0.0,5.0,10.0,E,44.0,E,30.0,65.0,1014.5,5.0,24.8,No,No
2009-12-16,45,19.2,31.9,0.0,4.4,12.9,ENE,48.0,E,33.0,52.0,1015.6,1.0,31.5,No,No
2009-12-31,45,20.0,26.4,1.2,4.0,0.3,ENE,30.0,ENE,17.0,75.0,1016.2,7.0,25.6,Yes,No
2010-01-17,45,18.4,35.9,3.2,2.0,11.4,S,72.0,SSW,37.0,71.0,1001.1,5.0,25.6,Yes,No
2010-02-08,45,20.2,29.1,1.4,2.2,11.7,ESE,43.0,ESE,31.0,66.0,1020.2,3.0,28.1,Yes,No
2010-02-11,45,16.6,31.2,0.0,8.0,10.4,NNW,31.0,ESE,20.0,49.0,1013.3,3.0,30.8,No,No
2010-02-21,45,16.3,35.2,0.0,7.4,12.1,NNW,35.0,NW,15.0,25.0,1014.6,1.0,34.3,No,No
2010-02-22,45,18.0,37.3,0.0,8.4,11.5,NW,39.0,WNW,24.0,24.0,1012.5,2.0,36.0,No,No
2010-02-26,45,13.7,27.3,1.4,6.8,8.6,ESE,35.0,E,24.0,52.0,1023.5,6.0,26.2,Yes,No
2010-03-08,45,21.9,33.5,0.4,6.4,7.8,W,43.0,NW,9.0,45.0,1009.6,5.0,32.3,No,No
2010-03-17,45,13.1,26.1,0.0,4.6,11.0,SE,31.0,ESE,22.0,52.0,1024.1,1.0,24.8,No,No
2010-03-20,45,13.5,31.9,0.0,5.2,10.7,ESE,28.0,ESE,19.0,42.0,1019.0,1.0,30.1,No,No
2010-03-23,45,14.9,27.8,0.0,5.6,9.6,ESE,28.0,ESE,19.0,57.0,1016.9,2.0,27.0,No,No
2010-04-08,45,18.3,29.1,3.2,1.0,7.0,WNW,52.0,SSW,22.0,38.0,1010.3,3.0,28.5,Yes,No
2010-04-18,45,12.4,24.8,0.0,3.2,6.2,SSE,28.0,SE,19.0,75.0,1023.9,5.0,22.8,No,No
2010-04-22,45,11.6,28.1,0.0,3.8,10.3,SE,28.0,ESE,19.0,61.0,1019.4,2.0,25.8,No,No
2010-04-26,45,11.8,21.2,10.4,2.2,7.4,S,33.0,SSE,20.0,52.0,1022.5,4.0,19.6,Yes,No
2010-05-01,45,15.7,20.8,14.6,3.2,3.4,SSE,26.0,E,17.0,77.0,1024.6,2.0,20.1,Yes,No
2010-05-04,45,11.3,24.0,0.0,1.6,4.6,NNE,39.0,N,19.0,67.0,1017.3,7.0,21.3,No,No
2010-05-07,45,6.5,21.5,0.0,3.0,9.3,WNW,31.0,ESE,13.0,48.0,1018.9,1.0,20.2,No,No
2010-06-01,45,9.8,19.0,10.8,1.0,6.1,SW,30.0,SW,15.0,69.0,1017.4,7.0,17.7,Yes,No
2010-06-19,45,5.9,18.0,0.0,2.2,9.6,WNW,48.0,W,24.0,42.0,1018.5,1.0,17.9,No,No
2010-06-24,45,8.3,18.8,0.0,1.6,2.7,NNE,22.0,ENE,11.0,60.0,1027.2,6.0,17.4,No,No
2010-06-29,45,2.4,15.1,0.0,1.6,9.7,WNW,44.0,WNW,28.0,32.0,1017.7,0.0,14.6,No,No
2010-07-14,45,13.5,17.5,5.4,1.2,7.3,WNW,76.0,WNW,54.0,38.0,1010.7,1.0,17.0,Yes,No
2010-08-05,45,2.0,17.7,0.0,3.6,8.7,WNW,44.0,WNW,31.0,35.0,1015.8,1.0,17.0,No,No
2010-08-28,45,7.5,17.5,0.0,6.4,10.8,WNW,41.0,SSE,19.0,39.0,1022.1,2.0,15.8,No,No
2010-08-31,45,2.8,22.5,0.0,2.4,9.9,WNW,30.0,W,17.0,36.0,1021.1,2.0,22.2,No,No
2010-09-11,45,8.7,19.7,0.0,7.2,10.2,WNW,43.0,SE,17.0,41.0,1017.7,1.0,18.0,No,No
2010-10-07,45,11.7,25.9,1.0,2.8,1.9,S,44.0,S,24.0,55.0,1015.9,6.0,22.7,No,No
2010-10-26,45,11.3,26.1,1.8,2.4,9.6,SE,30.0,SE,24.0,49.0,1015.5,2.0,25.0,Yes,No
2010-11-06,45,13.1,19.9,3.2,3.6,1.0,NNE,28.0,ESE,19.0,60.0,1020.9,7.0,18.6,Yes,No
2010-11-27,45,16.6,30.7,0.0,7.8,11.1,ENE,44.0,NE,26.0,42.0,1011.6,3.0,29.0,No,No
2010-11-29,45,17.4,23.9,0.0,4.4,4.5,SSE,39.0,SSE,33.0,70.0,1012.4,4.0,22.9,No,No
2010-12-20,45,11.9,24.2,6.0,5.0,13.5,WNW,76.0,W,39.0,24.0,1002.3,1.0,22.5,Yes,No
2011-01-03,45,19.3,26.1,0.4,5.4,1.9,S,52.0,S,37.0,74.0,1013.3,8.0,22.0,No,No
2011-01-16,45,21.3,28.9,3.8,4.6,9.4,SE,33.0,SE,24.0,50.0,1007.7,4.0,27.9,Yes,No
2011-01-18,45,21.1,26.8,1.4,9.0,3.2,SSW,41.0,ESE,28.0,61.0,1007.0,6.0,25.2,Yes,No
2011-01-19,45,21.8,28.4,0.2,6.0,6.8,E,48.0,ENE,28.0,54.0,1007.9,5.0,27.5,No,No
2011-02-02,45,22.5,36.1,0.0,14.4,12.1,ENE,50.0,SE,24.0,62.0,1012.8,1.0,31.5,No,No
2011-02-16,45,18.7,26.8,0.4,4.2,4.9,SE,33.0,SE,20.0,73.0,1016.3,6.0,26.0,No,No
2011-02-23,45,17.5,25.7,1.4,6.0,10.1,SSE,46.0,SSE,24.0,52.0,1021.2,4.0,23.8,Yes,No
2011-03-03,45,18.1,31.0,0.6,2.2,8.5,WNW,37.0,SE,22.0,61.0,1007.4,6.0,26.8,No,No
2011-03-14,45,18.4,30.5,0.0,6.2,7.0,S,57.0,S,44.0,75.0,1019.1,6.0,25.5,No,No
2011-03-22,45,20.6,31.3,0.6,3.6,8.9,SE,28.0,SE,22.0,63.0,999.3,4.0,28.3,No,No
2011-05-02,45,11.0,19.6,0.6,2.6,1.2,WNW,28.0,WNW,11.0,72.0,1014.5,7.0,19.5,No,No
2011-10-04,45,10.9,19.7,1.4,4.4,8.3,SW,39.0,S,26.0,48.0,1022.8,5.0,17.8,Yes,No
2011-10-05,45,8.6,19.4,0.0,4.0,4.7,SE,28.0,SSE,15.0,51.0,1018.4,7.0,18.1,No,No
2011-10-26,45,14.6,19.0,23.6,5.4,0.0,S,39.0,SE,26.0,55.0,1021.8,7.0,17.9,Yes,No
2011-11-14,45,15.6,37.1,0.0,4.8,11.6,NW,46.0,NW,24.0,24.0,1007.0,6.0,36.3,No,No
2011-12-14,45,15.6,22.7,0.4,5.6,9.5,S,46.0,SSE,31.0,44.0,1015.9,6.0,21.5,No,No
2011-12-20,45,18.2,24.4,11.6,2.4,7.9,SSW,48.0,S,33.0,69.0,1014.1,3.0,22.6,Yes,No
2012-01-03,45,16.9,31.2,0.0,8.0,13.5,NE,37.0,ENE,20.0,45.0,1015.3,1.0,30.3,No,No
2012-03-20,45,15.2,25.0,5.0,3.6,5.0,ESE,35.0,E,22.0,64.0,1016.5,7.0,23.1,Yes,No
2012-04-25,45,8.5,19.0,0.0,2.6,10.5,NW,61.0,NW,41.0,39.0,1010.0,1.0,18.3,No,No
2012-07-09,45,3.2,18.7,0.0,2.8,6.9,ENE,26.0,ENE,17.0,58.0,1026.4,4.0,18.4,No,No
2012-08-06,45,7.7,20.3,0.2,4.0,10.2,WNW,56.0,WSW,30.0,16.0,1014.7,1.0,20.0,No,No
2012-08-14,45,3.6,19.9,0.0,2.4,8.0,WNW,41.0,W,20.0,34.0,1018.3,7.0,18.4,No,No
2012-08-20,45,4.5,16.8,0.0,2.4,9.9,SE,28.0,ESE,19.0,62.0,1019.4,3.0,15.7,No,No
2012-09-04,45,3.3,24.8,0.0,4.0,10.3,WNW,31.0,W,17.0,13.0,1019.6,3.0,24.1,No,No
2012-09-25,45,7.0,19.6,0.0,6.4,6.0,SE,37.0,ESE,28.0,53.0,1019.8,5.0,18.4,No,No
2012-10-31,45,11.3,28.6,0.0,4.4,12.8,SE,33.0,SE,20.0,34.0,1013.6,2.0,26.9,No,No
2013-04-02,45,14.2,24.6,5.0,1.8,10.9,SE,31.0,SE,19.0,48.0,1013.8,1.0,23.4,Yes,No
2013-07-02,45,10.0,18.3,22.2,0.6,7.6,W,20.0,SSE,13.0,63.0,1021.1,2.0,17.4,Yes,No
2013-08-06,45,3.6,23.2,0.0,5.0,10.2,NW,63.0,NW,26.0,24.0,1010.1,6.0,22.9,No,No
2013-10-15,45,6.6,24.4,0.2,6.8,12.2,WNW,35.0,WNW,20.0,15.0,1019.7,1.0,22.9,No,No
2013-12-10,45,23.2,36.5,0.0,10.4,9.7,NW,67.0,NW,43.0,20.0,1001.1,4.0,34.0,No,No
2013-12-11,45,19.0,26.6,0.0,11.8,12.3,SE,33.0,ESE,26.0,54.0,1005.2,5.0,25.2,No,No
2014-01-21,45,21.4,27.7,0.6,7.8,3.3,SE,41.0,SE,30.0,73.0,1007.2,6.0,26.4,No,No
2014-04-09,45,12.0,25.4,0.0,2.4,8.2,ESE,31.0,ESE,20.0,54.0,1017.8,5.0,23.6,No,No
2014-05-13,45,14.4,22.0,12.4,2.0,6.0,SE,22.0,SSE,15.0,63.0,1027.2,3.0,20.2,Yes,No
2014-06-11,45,8.5,19.9,2.0,1.4,4.7,S,26.0,SSW,17.0,64.0,1022.6,5.0,18.0,Yes,No
2014-06-25,45,12.5,19.3,0.0,9.2,9.6,NW,72.0,WNW,35.0,27.0,1014.7,2.0,18.7,No,No
2014-07-01,45,6.7,17.3,0.0,4.0,9.7,WNW,44.0,WNW,19.0,37.0,1024.3,0.0,16.7,No,No
2014-09-10,45,14.2,24.4,6.0,4.6,7.9,WNW,56.0,W,31.0,29.0,1009.0,4.0,24.0,Yes,No
2014-12-02,45,18.3,34.1,3.2,5.2,9.7,NE,44.0,E,20.0,42.0,1009.4,3.0,31.7,Yes,No
2015-01-06,45,20.0,30.0,0.0,6.4,11.8,ESE,37.0,SE,26.0,50.0,1019.4,2.0,28.3,No,No
2015-01-14,45,22.8,35.4,3.4,5.6,11.0,WNW,59.0,W,31.0,31.0,997.9,8.0,34.4,Yes,No
2015-03-23,45,16.0,28.5,4.8,23.0,10.8,ENE,33.0,NE,19.0,53.0,1013.9,4.0,27.6,Yes,No
2015-04-15,45,9.3,27.3,0.0,3.0,10.2,SW,39.0,N,7.0,44.0,1021.8,2.0,27.0,No,No
2015-05-26,45,8.7,19.6,0.0,1.8,7.7,NW,26.0,WNW,9.0,55.0,1026.7,7.0,17.6,No,No
2015-06-01,45,10.2,17.4,2.2,5.6,9.9,W,56.0,SSW,30.0,23.0,1016.7,1.0,15.0,Yes,No
2015-08-16,45,10.6,20.2,2.0,11.2,10.5,NE,28.0,ESE,20.0,66.0,1022.2,2.0,18.0,Yes,No
2015-09-29,45,6.7,25.6,0.0,4.4,11.2,WNW,30.0,NNW,13.0,23.0,1016.2,1.0,25.3,No,No
2015-10-07,45,13.8,21.4,0.0,7.0,1.1,SW,61.0,S,30.0,73.0,1032.7,8.0,18.6,No,No
2015-10-13,45,18.2,23.8,0.0,7.0,6.8,SE,41.0,ESE,26.0,72.0,1021.0,6.0,21.9,No,No
2015-10-25,45,10.8,27.8,24.8,18.0,10.2,ENE,35.0,NE,15.0,37.0,1018.0,2.0,27.4,Yes,No
2015-11-16,45,13.4,22.1,35.4,19.4,12.7,S,35.0,SSE,22.0,55.0,1018.0,1.0,21.4,Yes,No
2015-12-07,45,13.7,27.0,0.0,10.0,10.7,SE,48.0,ESE,30.0,56.0,1019.4,2.0,26.3,No,No
2015-12-29,45,12.9,23.6,0.0,7.0,11.0,S,44.0,S,24.0,48.0,1020.8,1.0,22.4,No,No
2016-01-20,45,18.9,37.0,0.0,7.0,12.9,WNW,41.0,NW,20.0,26.0,1011.2,6.0,35.9,No,No
2016-01-25,45,19.5,27.2,0.2,22.6,6.7,ESE,39.0,ESE,30.0,60.0,1012.6,5.0,26.9,No,No
2016-02-08,45,17.9,27.1,0.7,22.6,10.2,SSE,39.0,SSE,24.0,65.0,1017.5,3.0,26.3,No,No
2016-03-30,45,18.6,28.4,13.6,3.4,7.4,NW,50.0,WNW,13.0,36.0,1012.4,7.0,26.8,Yes,No
2007-11-07,9,6.1,18.2,0.2,4.2,8.4,SE,43.0,ESE,26.0,47.0,1022.2,6.0,17.3,No,No
2007-11-18,9,11.7,30.0,1.2,7.2,10.1,S,52.0,NE,11.0,26.0,1013.0,5.0,28.6,Yes,No
2007-11-21,9,15.3,33.4,0.0,8.8,9.5,WNW,59.0,NW,31.0,26.0,1006.5,5.0,32.8,No,No
2007-12-05,9,14.5,21.8,0.0,8.4,9.8,ENE,43.0,E,30.0,63.0,1015.3,1.0,20.5,No,No
2007-12-09,9,15.0,29.4,0.0,6.6,11.1,NW,43.0,W,24.0,24.0,1008.5,7.0,28.6,No,No
2008-01-09,9,17.5,29.9,0.0,6.6,8.8,E,43.0,ENE,11.0,45.0,1015.9,1.0,27.9,No,No
2008-01-15,9,15.4,33.8,0.0,5.2,11.1,W,35.0,NW,15.0,26.0,1009.0,1.0,31.7,No,No
2008-01-21,9,15.9,19.9,0.8,5.6,1.6,E,48.0,ESE,22.0,58.0,1012.1,7.0,18.6,No,No
2008-01-22,9,10.0,22.5,0.0,4.4,11.6,E,33.0,S,7.0,46.0,1016.8,2.0,22.2,No,No
2008-01-26,9,12.7,28.8,0.0,7.4,9.0,NNE,28.0,SSW,7.0,28.0,1012.4,5.0,28.3,No,No
2008-02-01,9,16.0,23.8,2.2,5.4,6.2,SSE,30.0,ESE,11.0,49.0,1017.1,7.0,22.9,Yes,No
2008-02-02,9,14.9,28.8,0.0,5.8,8.1,NNE,30.0,NNE,11.0,44.0,1014.5,2.0,27.0,No,No
2008-02-24,9,12.0,23.8,0.0,10.4,12.4,NW,44.0,WNW,30.0,34.0,1007.2,1.0,22.9,No,No
2008-04-18,9,7.9,19.7,0.0,3.2,8.3,ESE,48.0,ENE,11.0,43.0,1024.1,6.0,19.1,No,No
2008-04-23,9,7.5,19.0,0.0,4.0,6.8,ENE,26.0,ESE,7.0,43.0,1022.2,5.0,18.1,No,No
2008-04-24,9,2.5,21.2,0.0,2.0,7.9,NE,28.0,NE,9.0,55.0,1019.8,4.0,17.6,No,No
2008-05-03,9,0.5,17.1,0.0,4.0,9.4,NW,31.0,W,13.0,42.0,1017.4,1.0,16.2,No,No
2008-05-06,9,7.5,16.8,0.0,2.8,3.0,NW,41.0,NW,26.0,53.0,1013.8,7.0,15.4,No,No
2008-05-13,9,1.3,19.0,0.0,2.2,9.4,NNW,30.0,NW,15.0,34.0,1021.4,2.0,18.6,No,No
2008-05-19,9,-2.7,18.1,0.0,2.2,9.3,W,52.0,WNW,24.0,36.0,1014.3,1.0,16.7,No,No
2008-05-20,9,0.3,17.0,0.0,2.2,5.6,WNW,31.0,WNW,24.0,52.0,1018.6,1.0,16.2,No,No
2008-06-01,9,0.6,14.0,0.0,2.2,2.7,NE,17.0,ENE,7.0,67.0,1028.9,7.0,13.9,No,No
2008-06-02,9,4.6,15.7,0.0,1.0,0.6,NNE,15.0,NNE,6.0,67.0,1027.1,7.0,15.5,No,No
2008-06-06,9,4.4,16.7,0.0,1.6,9.0,S,22.0,NNE,4.0,42.0,1022.1,1.0,16.2,No,No
2008-06-12,9,7.3,16.4,0.2,1.2,8.5,NW,43.0,WNW,24.0,48.0,1019.7,1.0,14.7,No,No
2008-06-18,9,0.4,15.5,0.0,1.0,4.7,N,13.0,NNW,9.0,70.0,1023.5,7.0,15.0,No,No
2008-06-24,9,0.8,13.0,0.0,1.4,4.1,WNW,41.0,NW,28.0,69.0,1024.2,6.0,11.7,No,No
2008-06-28,9,-1.5,14.8,0.0,2.2,8.0,NW,15.0,NW,9.0,41.0,1026.0,3.0,14.5,No,No
2008-07-06,9,-0.6,14.0,0.0,1.2,7.1,NW,41.0,NNW,22.0,59.0,1026.3,5.0,13.6,No,No
2008-07-23,9,-3.5,11.2,0.0,1.6,7.7,ESE,26.0,ESE,11.0,48.0,1031.1,5.0,10.1,No,No
2008-07-25,9,-2.1,12.9,0.0,1.2,8.1,S,31.0,SE,13.0,25.0,1020.9,1.0,12.3,No,No
2008-08-10,9,-3.5,7.6,0.4,2.4,4.7,NW,50.0,NW,24.0,68.0,1012.6,6.0,5.1,No,No
2008-08-20,9,0.0,14.0,0.0,2.4,4.7,WNW,39.0,WNW,24.0,36.0,1024.4,7.0,12.4,No,No
2008-08-21,9,2.4,14.1,0.0,3.0,1.8,NW,46.0,NW,30.0,27.0,1017.8,8.0,13.2,No,No
2008-08-25,9,-0.9,14.2,0.0,2.6,7.8,WNW,31.0,N,19.0,34.0,1024.4,6.0,12.8,No,No
2008-08-29,9,-0.2,16.2,0.0,3.4,5.9,E,28.0,ENE,20.0,45.0,1022.9,6.0,14.6,No,No
2008-09-07,9,-0.9,16.7,0.0,2.8,8.6,NW,35.0,NW,22.0,33.0,1013.9,7.0,15.5,No,No
2008-09-09,9,-3.7,14.7,0.0,3.4,10.9,SSE,43.0,N,22.0,25.0,1020.9,0.0,13.4,No,No
2008-09-18,9,1.1,18.0,0.0,1.6,8.6,NNW,39.0,NNW,28.0,36.0,1015.6,1.0,17.8,No,No
2008-09-23,9,7.8,16.2,17.4,6.4,7.9,NW,50.0,N,22.0,44.0,1017.8,1.0,14.3,Yes,No
2008-09-26,9,2.5,20.9,0.0,3.6,10.6,NNW,44.0,WNW,26.0,35.0,1020.6,6.0,20.0,No,No
2008-09-29,9,4.9,18.9,0.0,9.6,9.4,NW,44.0,NW,22.0,32.0,1013.9,7.0,16.0,No,No
2008-10-25,9,3.3,25.5,0.0,5.2,10.8,N,43.0,NNW,19.0,16.0,1014.6,3.0,24.8,No,No
2008-11-08,9,12.6,18.5,8.4,2.8,3.7,WNW,54.0,WNW,30.0,42.0,1005.1,7.0,16.4,Yes,No
2008-11-11,9,11.2,27.2,0.0,6.6,12.3,N,28.0,N,13.0,17.0,1018.3,6.0,25.8,No,No
2008-11-17,9,9.6,24.6,0.0,8.0,12.1,ENE,52.0,SSW,9.0,22.0,1014.1,1.0,22.1,No,No
2008-11-26,9,9.4,21.5,0.0,5.0,6.6,N,31.0,NE,13.0,49.0,1011.6,4.0,19.4,No,No
2008-12-06,9,13.2,29.1,0.0,6.4,9.4,NW,50.0,WNW,28.0,19.0,1005.0,6.0,28.2,No,No
2008-12-08,9,12.0,26.5,0.0,12.8,12.9,NW,50.0,NNW,22.0,19.0,1008.8,1.0,25.0,No,No
2008-12-20,9,7.2,21.2,0.0,8.4,12.6,E,35.0,SE,9.0,34.0,1017.0,6.0,19.3,No,No
2008-12-21,9,9.3,24.6,0.0,5.8,13.1,NNE,39.0,NNW,11.0,25.0,1016.5,1.0,23.5,No,No
2008-12-25,9,10.8,29.0,0.0,2.4,11.5,ENE,39.0,WNW,13.0,30.0,1011.1,2.0,26.6,No,No
2009-01-04,9,10.5,30.7,0.0,6.0,11.3,W,35.0,NW,11.0,35.0,1012.4,5.0,28.7,No,No
2009-01-25,9,15.1,27.7,0.0,11.2,7.9,E,33.0,SSE,6.0,51.0,1016.5,0.0,23.9,No,No
2009-01-30,9,16.4,37.2,0.0,11.0,13.1,ENE,30.0,N,11.0,20.0,1013.2,1.0,35.5,No,No
2009-03-04,9,16.3,22.8,0.0,4.6,9.3,WNW,54.0,W,28.0,14.0,1009.7,1.0,21.8,No,No
2009-03-21,9,9.5,29.6,0.0,7.0,11.2,ENE,33.0,NW,13.0,17.0,1014.9,1.0,28.5,No,No
2009-03-23,9,10.4,31.2,0.0,7.0,8.0,NNW,46.0,NW,24.0,21.0,1013.6,3.0,30.4,No,No
2009-03-25,9,14.3,30.7,0.0,8.4,7.1,NW,59.0,W,31.0,26.0,1018.6,7.0,28.3,No,No
2009-04-04,9,13.1,21.5,17.8,7.2,7.9,E,44.0,SSW,6.0,42.0,1018.4,1.0,19.7,Yes,No
2009-04-09,9,8.8,23.4,0.0,2.8,10.8,NNW,24.0,N,13.0,28.0,1020.7,1.0,22.6,No,No
2009-04-16,9,2.9,19.0,0.0,7.2,10.8,NW,43.0,NW,28.0,25.0,1011.8,5.0,18.3,No,No
2009-05-03,9,4.4,18.5,0.0,1.8,9.6,N,17.0,NNW,7.0,38.0,1026.1,1.0,18.4,No,No
2009-05-05,9,4.6,18.1,0.0,2.2,8.8,NNW,20.0,N,9.0,43.0,1028.8,3.0,17.7,No,No
2009-05-10,9,3.5,17.0,0.0,2.0,7.8,E,30.0,ENE,19.0,44.0,1024.4,6.0,15.7,No,No
2009-05-20,9,7.2,16.1,0.0,2.0,2.6,E,35.0,ESE,26.0,56.0,1023.2,7.0,15.2,No,No
2009-06-12,9,-2.2,4.1,0.2,1.8,0.0,WNW,17.0,W,11.0,84.0,1022.4,8.0,3.7,No,No
2009-06-28,9,7.8,14.2,1.2,1.8,1.9,WNW,33.0,NW,15.0,65.0,1006.1,7.0,12.2,Yes,No
2009-07-03,9,5.2,10.7,3.4,2.6,8.6,WSW,50.0,WSW,17.0,55.0,1006.8,3.0,10.3,Yes,No
2009-07-30,9,0.4,12.6,0.0,2.6,5.2,NW,46.0,WNW,30.0,54.0,1021.5,1.0,11.8,No,No
2010-03-16,9,9.9,26.6,0.0,4.6,11.5,ESE,24.0,WNW,9.0,34.0,1021.9,2.0,25.3,No,No
2010-05-03,9,3.2,21.1,0.0,3.2,6.6,ENE,31.0,NNE,13.0,45.0,1024.4,6.0,20.5,No,No
2010-05-12,9,-1.5,13.9,0.0,2.4,9.6,NNW,30.0,NW,19.0,36.0,1019.0,3.0,13.3,No,No
2010-05-13,9,-3.7,15.9,0.0,2.6,8.8,SSE,31.0,NW,15.0,46.0,1018.0,2.0,15.2,No,No
2010-05-15,9,-0.7,17.3,0.0,2.4,9.6,ESE,15.0,N,7.0,34.0,1017.4,3.0,16.9,No,No
2010-05-27,9,4.9,15.0,0.8,2.4,4.7,SE,22.0,NNW,6.0,57.0,1019.3,7.0,14.3,No,No
2010-06-09,9,3.0,7.7,0.0,1.6,0.7,NNW,46.0,NW,20.0,79.0,1009.9,7.0,6.0,No,No
2010-06-14,9,-4.5,13.3,0.0,1.6,8.2,ESE,13.0,WSW,6.0,43.0,1032.7,0.0,12.7,No,No
2010-06-19,9,4.3,13.0,0.0,2.8,5.0,NNW,43.0,NW,26.0,49.0,1019.2,5.0,12.5,No,No
2010-06-20,9,0.5,15.3,0.0,2.6,8.2,NNE,20.0,NNW,9.0,49.0,1025.9,1.0,14.5,No,No
2010-07-10,9,2.4,12.2,0.4,2.0,0.2,N,15.0,NNE,6.0,67.0,1024.5,7.0,12.0,No,No
2010-08-03,9,4.7,13.7,0.0,2.8,8.5,SSW,57.0,SSE,19.0,44.0,1019.6,2.0,12.8,No,No
2010-08-19,9,3.4,14.8,16.6,1.8,6.3,NW,69.0,W,30.0,58.0,1007.0,6.0,12.6,Yes,No
2010-08-21,9,4.6,11.2,0.0,3.0,7.6,WNW,46.0,WNW,30.0,47.0,1016.4,5.0,9.6,No,No
