,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
3453,2014-04-23,34,6.7,24.9,0.0,1.4,,NE,11.0,,0.0,32.0,1014.6,,24.8,No,No
3454,2014-05-06,34,4.7,21.9,0.0,,,S,30.0,E,9.0,40.0,1018.4,,21.0,No,No
3455,2014-05-12,34,7.6,22.4,0.0,,,SE,24.0,SSE,13.0,51.0,1028.3,6.0,20.4,No,No
3456,2014-05-16,34,5.8,24.7,0.0,,,NE,15.0,ENE,6.0,32.0,1026.7,,24.1,No,No
3457,2014-05-24,34,11.4,24.5,0.0,,,NNW,31.0,WNW,19.0,44.0,1013.6,7.0,23.0,No,No
3458,2014-06-09,34,,,0.0,,,SE,46.0,SSE,19.0,,1027.8,8.0,,No,Yes
3459,2014-06-13,34,6.3,17.8,0.0,,,W,17.0,E,2.0,70.0,1014.9,,17.8,No,Yes
3460,2014-06-17,34,6.6,19.8,0.0,,,W,50.0,SW,15.0,42.0,1024.3,4.0,18.7,No,No
3461,2014-07-06,34,1.4,17.8,0.0,,,W,39.0,W,22.0,39.0,1011.3,5.0,16.4,No,No
3462,2014-07-09,34,-2.7,21.7,0.0,,,WSW,65.0,N,24.0,20.0,998.8,,21.3,No,No
3463,2014-07-15,34,5.0,14.8,0.2,,,ENE,15.0,ENE,6.0,76.0,1021.1,8.0,14.5,No,No
3464,2014-08-14,34,0.1,18.8,0.0,,,ESE,20.0,NNW,6.0,40.0,1032.2,2.0,18.4,No,No
3465,2014-08-15,34,2.2,19.7,0.0,,,ESE,28.0,NE,2.0,40.0,1025.6,,19.1,No,No
3466,2014-08-20,34,10.0,17.9,2.2,,,S,31.0,ESE,17.0,53.0,1024.1,8.0,16.4,Yes,No
3467,2014-08-26,34,7.9,15.0,2.8,,,S,30.0,SSW,13.0,94.0,1022.9,8.0,14.2,Yes,Yes
3468,2014-09-04,34,5.3,17.9,0.0,,,S,43.0,SE,7.0,48.0,1015.1,8.0,15.9,No,No
3469,2014-09-05,34,9.9,18.4,0.0,,,SSW,46.0,SSW,17.0,72.0,1022.1,7.0,14.5,No,No
3470,2014-09-22,34,9.7,22.1,0.0,,,E,31.0,NNE,7.0,36.0,1027.5,,21.5,No,No
3471,2014-10-16,34,5.7,23.8,0.2,,,NW,43.0,W,28.0,28.0,1015.3,,23.3,No,No
3472,2014-11-08,34,10.7,30.4,0.0,,,E,33.0,NE,17.0,29.0,1017.2,,29.1,No,No
3473,2014-11-26,34,18.3,27.2,0.2,,,ESE,35.0,E,20.0,56.0,1015.2,3.0,25.1,No,No
3474,2014-11-28,34,15.8,26.6,0.0,,,E,33.0,ENE,17.0,40.0,1019.8,4.0,25.6,No,No
3475,2014-12-13,34,15.1,23.4,0.0,,,SE,39.0,ESE,24.0,50.0,1016.2,8.0,22.4,No,No
3476,2014-12-25,34,19.1,33.1,0.6,,,WSW,48.0,ENE,17.0,50.0,1003.5,,31.9,No,Yes
3477,2015-01-02,34,22.1,31.9,0.0,,,S,31.0,SE,20.0,63.0,1016.8,3.0,28.3,No,No
3478,2015-01-03,34,21.6,33.9,0.2,,,ESE,41.0,ENE,11.0,37.0,1015.5,,33.5,No,No
3479,2015-01-12,34,19.7,25.6,8.2,,,SSE,43.0,SE,28.0,66.0,1013.1,8.0,24.5,Yes,No
3480,2015-02-08,34,15.7,36.2,0.0,,,E,33.0,WNW,7.0,32.0,1015.6,,35.2,No,No
3481,2015-02-09,34,19.8,27.6,0.0,,,SSE,37.0,ESE,24.0,61.0,1023.4,8.0,25.7,No,No
3482,2015-02-10,34,21.0,30.6,0.2,,,ENE,33.0,E,9.0,53.0,1021.9,3.0,28.7,No,No
3483,2015-02-18,34,18.1,30.1,0.0,,,E,37.0,ENE,19.0,55.0,1017.7,,29.5,No,No
3484,2015-02-23,34,20.2,28.4,2.4,,,E,28.0,NE,13.0,64.0,1014.1,5.0,27.0,Yes,No
3485,2015-02-24,34,20.6,29.0,0.0,,,SE,43.0,SE,20.0,63.0,1014.5,8.0,25.5,No,No
3486,2015-02-28,34,18.0,31.3,0.2,,,NE,28.0,NE,19.0,46.0,1007.6,1.0,29.8,No,No
3487,2015-03-06,34,12.4,30.7,0.0,,,N,48.0,NNW,19.0,23.0,1003.9,,29.2,No,No
3488,2015-03-12,34,18.2,29.6,1.0,,,SE,39.0,ESE,11.0,56.0,1012.1,1.0,28.6,No,Yes
3489,2015-03-22,34,15.3,23.3,0.4,,,S,20.0,WNW,7.0,75.0,1021.9,8.0,22.4,No,Yes
3490,2015-03-28,34,8.1,24.9,0.0,,,ESE,31.0,SE,9.0,36.0,1021.5,,23.8,No,No
3491,2015-04-05,34,15.4,25.0,18.4,,,SSW,20.0,N,7.0,56.0,1005.3,5.0,24.0,Yes,No
3492,2015-04-11,34,15.2,23.6,0.6,,,NNE,20.0,N,9.0,54.0,1019.0,,23.4,No,No
3493,2015-04-18,34,17.9,27.7,0.0,,,WNW,37.0,NNE,15.0,62.0,1013.5,4.0,25.0,No,Yes
3494,2015-04-26,34,11.1,20.5,7.6,,,SW,43.0,SSW,24.0,53.0,1010.7,,19.8,Yes,No
3495,2015-04-30,34,13.5,19.0,1.0,,,SE,30.0,SE,15.0,68.0,1028.6,8.0,18.5,No,Yes
3496,2015-05-08,34,4.4,20.2,0.0,,,ENE,19.0,ESE,9.0,43.0,1016.0,,19.3,No,No
3497,2015-05-10,34,5.4,21.5,0.0,,,NW,57.0,WNW,26.0,40.0,1006.7,7.0,20.5,No,No
3498,2015-05-14,34,2.0,18.8,0.0,,,SSW,28.0,SSW,13.0,32.0,1024.6,,18.0,No,No
3499,2015-05-16,34,10.0,19.8,0.0,,,SW,28.0,SSE,11.0,52.0,1033.3,7.0,19.1,No,No
3500,2015-06-07,34,3.2,21.9,0.2,,,NW,28.0,N,13.0,49.0,1023.6,,21.3,No,No
3501,2015-06-09,34,5.8,22.7,0.0,,,W,33.0,NW,11.0,36.0,1018.9,,22.5,No,No
3502,2015-06-28,34,2.9,16.6,0.0,,,ESE,11.0,ENE,7.0,61.0,1031.3,,16.1,No,No
3503,2015-07-02,34,1.6,17.2,0.2,0.7,,WSW,46.0,W,24.0,43.0,1017.8,,16.4,No,No
3504,2015-07-21,34,4.6,18.7,0.0,1.0,,N,33.0,NNE,19.0,55.0,1029.1,,18.1,No,No
3505,2015-07-25,34,9.3,20.3,0.0,,,WNW,44.0,W,30.0,34.0,1016.0,,19.5,No,No
3506,2015-07-27,34,3.2,15.9,0.0,8.6,,W,39.0,WSW,17.0,32.0,1024.7,,15.4,No,No
3507,2015-08-03,34,1.8,18.3,0.0,7.6,,WSW,43.0,WNW,26.0,38.0,1014.5,,17.1,No,No
3508,2015-08-18,34,4.1,17.2,0.0,3.2,,S,28.0,ESE,9.0,32.0,1020.2,,16.0,No,No
3509,2015-08-19,34,5.3,18.2,0.0,2.6,,E,22.0,NE,4.0,48.0,1024.3,2.0,17.2,No,No
3510,2015-08-20,34,2.9,21.0,0.0,2.0,,NE,24.0,NE,17.0,44.0,1023.9,,20.5,No,No
3511,2015-08-25,34,10.9,21.5,8.6,,,W,52.0,SW,17.0,51.0,1013.7,8.0,19.9,Yes,Yes
3512,2015-09-02,34,1.7,20.7,0.0,2.8,,NE,26.0,NE,15.0,32.0,1011.3,,20.3,No,Yes
3513,2015-09-10,34,5.1,19.8,0.0,3.0,,SW,22.0,ESE,11.0,45.0,1029.3,6.0,19.5,No,No
3514,2015-09-20,34,11.3,19.8,0.2,,,SE,24.0,ESE,9.0,65.0,1021.2,8.0,18.8,No,No
3515,2015-09-22,34,11.2,21.7,0.2,3.8,,SE,46.0,SE,22.0,44.0,1017.2,7.0,17.6,No,No
3516,2015-10-12,34,13.6,32.6,3.2,10.0,,W,46.0,WNW,22.0,26.0,1011.5,1.0,31.9,Yes,No
3517,2015-10-20,34,15.6,32.4,0.0,4.2,,S,35.0,NNW,20.0,43.0,1015.9,,28.6,No,No
3518,2015-11-09,34,12.3,25.6,0.0,11.6,,ESE,30.0,NE,9.0,39.0,1016.6,,24.0,No,No
3519,2015-11-22,34,16.3,22.3,0.0,,,E,26.0,NE,11.0,62.0,1016.4,8.0,21.0,No,No
3520,2015-11-23,34,13.8,30.1,0.0,13.2,,ESE,48.0,SE,28.0,46.0,1009.0,,28.5,No,No
3521,2015-12-19,34,17.2,37.3,0.0,,,ENE,35.0,NNE,11.0,20.0,1010.8,,37.0,No,No
3522,2015-12-27,34,16.0,24.0,0.8,,,SSE,44.0,SE,20.0,46.0,1017.9,5.0,22.6,No,No
3523,2016-01-10,34,16.2,31.8,0.0,,,E,30.0,NE,11.0,47.0,1016.1,,30.1,No,No
3524,2016-01-11,34,18.2,36.8,0.0,17.2,,SSW,35.0,NE,11.0,32.0,1007.9,,36.6,No,No
3525,2016-01-20,34,16.9,37.7,0.0,7.2,,SSE,33.0,N,15.0,18.0,1009.1,,37.5,No,No
3526,2016-01-27,34,19.0,24.9,0.0,6.0,,NE,28.0,ENE,4.0,67.0,1013.6,8.0,24.3,No,No
3527,2016-01-29,34,21.1,28.8,0.2,5.8,,NNW,57.0,SSE,15.0,72.0,1001.8,1.0,25.7,No,Yes
3528,2016-02-05,34,18.3,26.4,0.0,4.8,,SE,48.0,SSE,26.0,49.0,1017.2,5.0,25.2,No,No
3529,2016-02-07,34,16.3,28.2,0.6,,,E,28.0,SE,20.0,53.0,1015.7,6.0,26.6,No,No
3530,2016-02-29,34,15.9,28.8,0.0,13.2,,SE,33.0,SSE,17.0,56.0,1019.5,8.0,27.0,No,No
3531,2016-03-23,34,10.9,27.2,0.0,4.0,,SE,26.0,NE,13.0,39.0,1016.1,,25.7,No,No
3532,2016-03-26,34,14.1,29.5,0.0,,,ENE,28.0,SSW,6.0,38.0,1014.9,,27.9,No,No
3533,2016-04-03,34,14.6,27.9,0.0,,,ESE,31.0,E,20.0,52.0,1020.9,3.0,26.5,No,Yes
3534,2016-04-06,34,13.9,36.6,0.0,4.4,,NNW,44.0,N,24.0,26.0,1010.7,4.0,34.6,No,No
3535,2016-04-22,34,11.5,27.4,0.0,3.2,,S,44.0,W,22.0,66.0,1019.3,8.0,19.7,No,No
3536,2016-05-01,34,13.0,28.3,1.4,2.4,,WNW,43.0,NW,26.0,41.0,1009.8,1.0,27.9,Yes,No
3537,2016-05-04,34,7.8,26.7,0.0,3.8,,NNW,20.0,ESE,6.0,34.0,1013.3,1.0,25.6,No,No
3538,2016-05-11,34,7.4,23.0,0.0,5.0,,WNW,41.0,WNW,22.0,33.0,1012.9,,19.8,No,No
3539,2016-06-15,34,2.7,19.9,0.0,1.4,,NNW,15.0,NW,7.0,49.0,1029.7,,19.4,No,No
3540,2016-06-28,34,5.4,17.1,0.2,1.0,,SSW,33.0,SSW,20.0,43.0,1023.2,,16.2,No,No
3541,2016-07-04,34,-1.0,14.2,0.0,4.8,,SW,13.0,,0.0,60.0,1016.1,,14.0,No,Yes
3542,2016-07-07,34,11.8,18.8,0.0,3.1,,SW,44.0,S,20.0,70.0,1016.7,8.0,17.0,No,Yes
3543,2016-07-25,34,5.6,17.4,0.0,10.8,,W,57.0,WNW,30.0,39.0,1012.4,,16.2,No,No
3544,2016-07-31,34,6.0,20.4,0.0,3.4,,SW,17.0,SSE,9.0,41.0,1015.1,,20.0,No,No
3545,2016-08-06,34,6.8,16.4,0.0,,,E,22.0,NNW,7.0,59.0,1026.3,7.0,15.9,No,No
3546,2016-08-09,34,2.9,19.4,0.0,1.8,,S,48.0,ENE,6.0,56.0,1017.5,,18.9,No,No
3547,2016-08-23,34,4.2,17.5,3.0,1.0,,SW,26.0,S,9.0,52.0,1013.3,7.0,17.0,Yes,No
3548,2016-08-26,34,2.3,17.5,0.0,2.2,,S,30.0,SSE,13.0,39.0,1017.4,8.0,16.3,No,No
3549,2016-08-27,34,1.3,19.6,0.0,,,E,28.0,NE,13.0,40.0,1019.5,,19.1,No,No
3550,2016-08-30,34,6.4,22.8,0.0,1.2,,NNE,26.0,NE,15.0,52.0,1022.2,,22.3,No,No
3551,2016-09-09,34,8.3,25.8,0.0,2.4,,NE,33.0,NNE,19.0,38.0,1014.9,8.0,23.8,No,No
3552,2016-09-10,34,13.3,22.7,1.0,,,W,57.0,W,28.0,38.0,1011.8,3.0,20.9,No,No
3553,2016-09-21,34,11.4,19.7,0.0,2.3,,N,30.0,N,15.0,80.0,1007.3,8.0,16.9,No,No
3554,2016-09-25,34,12.6,22.8,1.0,,,ESE,39.0,SSW,19.0,41.0,1005.4,6.0,22.0,No,No
3555,2016-09-27,34,7.6,22.8,0.2,5.1,,W,70.0,W,31.0,26.0,1007.3,,20.9,No,No
3556,2016-10-01,34,11.7,20.9,0.0,,,W,57.0,W,33.0,44.0,1007.0,3.0,18.9,No,No
3557,2016-10-05,34,7.2,22.9,0.0,6.6,,WSW,52.0,WNW,26.0,25.0,1014.0,,21.9,No,No
3558,2016-10-09,34,13.4,24.3,0.0,,,NE,31.0,N,13.0,40.0,1017.1,,22.8,No,No
3559,2016-10-19,34,9.6,24.2,0.0,5.6,,W,41.0,NW,13.0,25.0,1016.8,,23.2,No,No
3560,2016-10-27,34,9.9,26.3,0.0,6.0,,SE,41.0,SE,26.0,56.0,1014.4,1.0,24.4,No,Yes
3561,2016-11-11,34,15.6,28.5,0.0,5.6,,E,39.0,ESE,24.0,51.0,1008.1,1.0,27.3,No,Yes
3562,2016-11-21,34,17.7,35.6,0.0,16.2,,W,44.0,WSW,17.0,39.0,1014.0,1.0,29.8,No,No
3563,2016-11-25,34,9.8,29.3,0.0,5.0,,ESE,44.0,NNE,9.0,20.0,1010.7,,27.9,No,No
3564,2016-12-08,34,17.1,37.6,0.2,5.8,,WNW,56.0,NNW,19.0,29.0,998.1,3.0,35.7,No,No
3565,2016-12-24,34,16.9,31.7,0.0,,,NW,54.0,SSE,7.0,38.0,1012.4,,31.3,No,Yes
3566,2016-12-25,34,16.4,30.9,9.6,,,ENE,31.0,S,6.0,49.0,1014.3,,29.7,Yes,No
3567,2016-12-27,34,20.5,32.3,0.0,8.0,,ESE,30.0,SE,13.0,52.0,1011.9,,31.3,No,No
3568,2016-12-29,34,21.6,39.5,0.0,7.0,,NE,33.0,E,9.0,22.0,1003.4,2.0,38.5,No,No
3569,2016-12-30,34,23.1,35.7,0.0,8.6,,WNW,26.0,S,11.0,39.0,1001.3,,33.5,No,No
3570,2017-01-05,34,18.6,24.3,0.2,4.4,,SE,24.0,E,11.0,84.0,1016.7,8.0,22.4,No,Yes
3571,2017-01-16,34,18.1,35.8,0.2,27.4,,ENE,35.0,ENE,11.0,33.0,1011.8,,34.0,No,No
3572,2017-02-11,34,22.3,47.0,0.0,,,SW,41.0,S,11.0,18.0,1001.3,,44.7,No,No
3573,2017-02-15,34,18.3,31.1,0.0,5.0,,E,33.0,ENE,19.0,41.0,1012.3,1.0,28.9,No,No
3574,2017-02-27,34,16.9,28.6,2.8,13.2,,ESE,43.0,SE,28.0,45.0,1022.0,1.0,27.8,Yes,No
3575,2017-03-13,34,17.0,30.9,0.0,14.6,,E,46.0,SSE,19.0,43.0,1010.3,,30.5,No,Yes
3576,2017-04-01,34,12.4,25.5,0.2,,,ESE,31.0,SE,11.0,47.0,1016.1,,24.9,No,No
3577,2017-04-02,34,15.2,22.0,0.0,,,SE,43.0,SE,28.0,62.0,1024.6,,21.1,No,Yes
3578,2017-04-21,34,10.1,25.1,0.0,2.6,,NE,22.0,ENE,6.0,51.0,1024.3,,23.7,No,No
3579,2017-04-25,34,15.2,27.0,0.0,,,W,35.0,N,17.0,65.0,1008.3,8.0,22.5,No,No
3580,2017-04-30,34,7.9,23.3,0.0,4.6,,E,22.0,NNW,7.0,47.0,1020.5,,22.6,No,No
3581,2017-05-16,34,5.6,20.8,0.0,2.0,,SSE,20.0,NNE,7.0,48.0,1016.1,,20.1,No,No
3582,2017-05-18,34,7.1,22.2,0.0,2.2,,ENE,20.0,WNW,4.0,64.0,1024.0,8.0,20.7,No,No
3583,2017-05-21,34,9.9,21.7,0.2,,,SW,15.0,SSW,7.0,53.0,1019.0,7.0,20.5,No,No
3584,2017-05-24,34,10.1,23.6,0.6,2.2,,W,52.0,W,26.0,33.0,1013.3,,22.0,No,No
3585,2017-05-31,34,3.6,16.5,0.0,1.4,,SSW,33.0,SSW,20.0,41.0,1026.1,4.0,15.6,No,No
3586,2017-06-04,34,8.0,20.0,0.0,,,ESE,17.0,SSE,11.0,51.0,1024.1,8.0,18.9,No,No
3587,2017-06-08,34,11.6,18.6,68.6,,,SSE,41.0,SSW,9.0,90.0,1023.7,8.0,15.6,Yes,No
3588,2017-06-16,34,9.3,17.4,0.2,,,S,15.0,S,7.0,65.0,1023.7,,16.9,No,No
3589,2017-06-18,34,10.7,19.3,0.0,,,SSW,37.0,SSW,17.0,60.0,1025.8,8.0,17.2,No,No
3590,2017-06-24,34,2.5,19.8,0.0,,,W,26.0,SSW,7.0,39.0,1015.2,,19.3,No,No
3591,2008-02-13,37,18.4,22.8,14.4,7.0,3.3,,,S,30.0,70.0,1011.7,7.0,21.0,Yes,Yes
3592,2008-02-19,37,19.0,24.8,0.0,5.2,7.5,,,E,17.0,65.0,1015.4,7.0,23.4,No,No
3593,2008-02-20,37,18.3,26.4,0.0,4.6,11.1,,,E,22.0,60.0,1010.8,1.0,25.2,No,No
3594,2008-02-26,37,19.3,26.2,0.0,3.6,8.4,,,E,28.0,65.0,1015.6,6.0,25.8,No,Yes
3595,2008-03-03,37,15.0,23.1,0.2,2.6,11.2,,,ENE,19.0,57.0,1022.5,1.0,22.5,No,No
3596,2008-03-04,37,15.5,25.4,0.0,6.8,11.3,,,E,19.0,57.0,1018.6,2.0,23.8,No,No
3597,2008-03-11,37,18.6,26.1,0.0,7.6,11.3,,,E,20.0,58.0,1021.4,0.0,26.0,No,No
3598,2008-03-14,37,18.8,26.0,0.0,5.4,11.0,,,ENE,24.0,62.0,1020.0,1.0,25.7,No,No
3599,2008-03-18,37,19.0,26.7,0.0,8.0,9.7,,,ENE,20.0,58.0,1020.0,2.0,25.6,No,No
3600,2008-03-26,37,17.0,27.2,19.0,2.4,10.5,,,NW,6.0,38.0,1007.9,5.0,27.1,Yes,No
3601,2008-04-04,37,11.2,22.2,0.0,7.6,10.6,,,E,15.0,37.0,1019.2,0.0,21.0,No,No
3602,2008-04-16,37,13.8,20.9,1.4,4.6,2.2,,,SSW,20.0,85.0,1024.6,8.0,16.2,Yes,Yes
3603,2008-04-28,37,11.9,16.8,0.0,7.6,8.5,,,WSW,24.0,33.0,1008.6,6.0,15.6,No,No
3604,2008-05-05,37,9.4,22.3,0.0,2.0,10.0,,,NW,7.0,34.0,1015.2,2.0,22.2,No,No
3605,2008-05-09,37,11.0,21.9,0.0,3.2,10.1,,,SE,11.0,60.0,1020.2,1.0,20.6,No,No
3606,2008-05-14,37,11.2,20.6,0.0,2.0,9.7,,,ENE,19.0,64.0,1020.5,1.0,20.0,No,No
3607,2008-05-18,37,8.8,17.8,0.0,4.2,9.4,,,W,31.0,36.0,1006.3,1.0,17.0,No,No
3608,2008-05-19,37,10.7,20.5,0.0,4.4,9.9,,,WNW,7.0,36.0,1013.3,0.0,20.3,No,No
3609,2008-05-22,37,11.9,18.7,0.0,4.0,7.5,,,SSE,19.0,52.0,1026.2,2.0,17.4,No,No
3610,2008-05-26,37,10.9,21.1,0.4,0.4,9.1,,,ENE,13.0,58.0,1022.6,2.0,19.5,No,No
3611,2008-06-17,37,13.1,17.5,3.4,0.8,1.3,,,SSW,13.0,73.0,1024.8,7.0,17.3,Yes,No
3612,2008-06-25,37,9.9,19.6,0.0,2.8,9.8,,,WNW,6.0,43.0,1020.6,0.0,19.4,No,No
3613,2008-07-14,37,10.1,23.1,0.0,1.8,6.1,,,E,7.0,54.0,1017.3,1.0,22.9,No,No
3614,2008-07-31,37,6.0,20.3,0.0,3.4,10.2,,,E,11.0,42.0,1011.6,2.0,18.5,No,No
3615,2008-08-01,37,7.9,20.8,0.0,4.6,1.8,,,WNW,26.0,46.0,1003.3,7.0,16.8,No,No
3616,2008-08-04,37,8.1,17.2,0.0,3.0,5.9,,,E,13.0,45.0,1017.1,6.0,15.0,No,No
3617,2008-08-05,37,6.6,16.3,0.0,3.4,8.5,,,SSE,13.0,52.0,1016.1,5.0,16.3,No,No
3618,2008-08-10,37,6.7,15.6,0.0,3.0,5.9,,,WNW,24.0,38.0,1011.8,2.0,13.5,No,No
3619,2008-08-13,37,8.4,17.4,0.0,4.0,10.5,,,ESE,15.0,34.0,1021.9,2.0,16.0,No,No
3620,2008-09-03,37,9.7,17.9,0.0,3.4,6.2,,,SSE,30.0,64.0,1032.4,7.0,16.0,No,No
3621,2008-09-10,37,7.0,16.8,0.0,4.0,10.7,,,ESE,19.0,44.0,1019.1,1.0,16.6,No,No
3622,2008-09-16,37,12.3,19.8,0.0,10.6,11.3,,,WSW,19.0,25.0,1016.5,1.0,19.5,No,No
3623,2008-09-21,37,15.8,21.6,0.0,9.0,10.9,,,NE,19.0,61.0,1014.4,0.0,20.7,No,No
3624,2008-09-23,37,15.6,17.0,2.6,10.4,3.0,,,SSE,24.0,60.0,1018.0,5.0,16.9,Yes,Yes
3625,2008-09-29,37,13.5,21.8,0.0,6.6,7.1,,,SE,24.0,63.0,1015.6,7.0,16.1,No,No
3626,2008-10-05,37,14.6,19.1,3.4,1.0,0.0,,,S,11.0,86.0,1015.3,8.0,16.0,Yes,Yes
3627,2008-10-11,37,14.6,22.3,0.0,6.6,7.2,,,E,22.0,65.0,1024.3,3.0,20.0,No,No
3628,2008-11-11,37,15.9,23.1,0.0,5.2,9.9,,,E,19.0,49.0,1020.9,2.0,22.3,No,No
3629,2008-11-16,37,17.2,22.4,1.2,3.4,4.0,,,SE,28.0,64.0,1016.7,7.0,19.4,Yes,No
3630,2008-11-20,37,17.3,27.6,29.4,4.6,7.5,,,N,13.0,59.0,997.5,5.0,26.7,Yes,No
3631,2008-11-28,37,19.5,24.6,0.2,7.8,0.7,,,N,17.0,75.0,1003.9,7.0,22.2,No,Yes
3632,2008-11-30,37,15.0,24.9,11.2,4.8,12.3,,,E,19.0,55.0,1007.2,1.0,21.4,Yes,No
3633,2008-12-19,37,17.3,26.4,0.6,10.2,12.2,,,SE,30.0,58.0,1007.8,6.0,21.2,No,No
3634,2008-12-25,37,16.4,23.3,0.0,0.8,7.2,,,E,19.0,60.0,1013.5,3.0,22.8,No,No
3635,2009-01-12,37,18.7,26.8,1.2,8.8,11.4,,,ESE,15.0,61.0,1016.4,6.0,25.6,Yes,No
3636,2009-01-21,37,21.3,31.1,1.6,12.8,7.4,,,ENE,22.0,55.0,1008.1,5.0,29.2,Yes,No
3637,2009-02-02,37,22.9,28.3,0.0,6.4,9.8,,,NE,24.0,63.0,1012.2,2.0,27.1,No,No
3638,2009-02-15,37,16.5,23.3,25.6,2.4,0.2,,,SE,22.0,66.0,1013.9,8.0,23.1,Yes,Yes
3639,2009-02-28,37,17.5,25.4,0.0,4.8,5.6,,,E,20.0,61.0,1006.9,4.0,24.1,No,No
3640,2009-03-15,37,19.2,27.4,17.0,8.4,6.6,,,E,15.0,61.0,1007.8,3.0,25.0,Yes,No
3641,2009-03-31,37,19.8,22.5,2.6,6.0,0.0,,,E,26.0,89.0,1020.4,8.0,19.9,Yes,Yes
3642,2009-04-02,37,19.6,24.7,11.4,3.8,2.4,,,ESE,17.0,79.0,1021.8,7.0,23.8,Yes,Yes
3643,2009-04-06,37,17.0,21.1,0.2,3.4,6.9,,,SSE,26.0,59.0,1019.6,3.0,19.4,No,No
3644,2009-04-14,37,17.6,26.9,48.0,,7.8,,,E,20.0,70.0,1011.2,5.0,23.1,Yes,No
3645,2009-04-21,37,16.4,22.1,0.6,5.4,5.0,,,S,15.0,64.0,1021.3,7.0,20.1,No,Yes
3646,2009-04-28,37,11.8,21.9,0.0,4.0,10.5,,,W,26.0,30.0,1014.9,2.0,20.5,No,No
3647,2009-05-02,37,10.9,22.0,0.0,2.2,9.4,,,S,22.0,56.0,1022.7,2.0,20.8,No,Yes
3648,2009-05-03,37,11.4,20.5,13.0,3.6,7.0,,,SE,6.0,61.0,1025.5,2.0,20.4,Yes,No
3649,2009-05-20,37,14.5,21.2,20.2,4.4,3.0,,,ESE,31.0,62.0,1020.1,7.0,20.4,Yes,Yes
3650,2009-06-11,37,6.1,15.8,0.0,4.0,9.8,,,W,22.0,28.0,1018.2,1.0,15.4,No,No
3651,2009-07-04,37,8.5,17.1,0.0,3.8,9.8,,,W,30.0,34.0,1011.1,1.0,16.7,No,No
3652,2009-07-07,37,7.5,15.1,0.6,2.6,3.9,,,SSW,19.0,60.0,1024.1,7.0,14.7,No,Yes
3653,2009-07-10,37,9.5,18.6,8.8,1.8,8.4,,,SSE,20.0,65.0,1024.7,6.0,16.8,Yes,No
3654,2009-08-02,37,7.9,19.2,0.0,4.0,10.1,,,E,13.0,46.0,1022.7,1.0,17.3,No,No
3655,2009-08-07,37,11.0,23.5,0.0,4.8,8.9,,,WNW,24.0,21.0,1009.4,4.0,23.2,No,No
3656,2009-08-18,37,9.0,18.9,0.0,6.2,10.4,,,E,15.0,45.0,1026.3,1.0,17.0,No,No
3657,2009-08-21,37,11.1,25.0,0.0,4.0,4.8,,,NNE,20.0,33.0,1002.1,6.0,25.0,No,No
3658,2009-09-16,37,15.6,22.2,0.0,3.4,0.0,,,SSE,11.0,79.0,1019.7,7.0,19.5,No,No
3659,2009-09-25,37,13.5,25.4,0.0,8.0,11.2,,,NE,24.0,33.0,1007.0,0.0,22.4,No,No
3660,2009-09-27,37,10.1,17.2,0.0,8.0,10.8,,,W,35.0,23.0,1004.1,3.0,16.9,No,No
3661,2009-10-06,37,11.5,19.6,6.6,2.6,6.4,,,E,17.0,64.0,1016.7,4.0,18.0,Yes,Yes
3662,2009-10-25,37,17.9,20.9,0.0,5.6,1.1,,,WNW,7.0,94.0,1015.7,8.0,16.5,No,Yes
3663,2009-10-29,37,17.0,22.0,0.2,5.0,6.0,,,ESE,13.0,66.0,1023.8,7.0,20.8,No,No
3664,2009-10-31,37,18.7,22.8,0.0,7.4,10.3,,,E,30.0,65.0,1023.4,1.0,22.1,No,No
3665,2009-11-02,37,18.8,26.0,0.0,7.0,6.9,,,ESE,19.0,68.0,1017.5,7.0,24.5,No,No
3666,2009-11-05,37,16.9,19.8,0.0,2.2,1.1,,,ESE,24.0,68.0,1021.9,7.0,19.1,No,Yes
3667,2009-11-06,37,16.7,21.3,1.4,3.0,0.8,,,,,57.0,1027.1,7.0,20.8,Yes,Yes
3668,2009-11-11,37,15.4,23.9,0.0,10.2,12.4,,,E,19.0,64.0,1021.3,1.0,23.1,No,No
3669,2009-11-21,37,22.0,31.5,0.0,12.4,10.3,,,SE,13.0,45.0,1006.6,7.0,30.2,No,No
3670,2009-12-02,37,13.5,22.6,10.2,6.4,11.2,,,SE,22.0,44.0,1021.7,2.0,21.5,Yes,No
3671,2009-12-14,37,20.0,24.3,0.0,9.0,0.0,,,ESE,19.0,69.0,1021.1,8.0,21.1,No,No
3672,2009-12-20,37,19.6,22.5,0.0,10.2,0.0,,,E,11.0,59.0,1019.8,8.0,21.8,No,No
3673,2009-12-29,37,19.8,26.1,5.4,2.4,11.9,,,SE,17.0,55.0,1021.2,1.0,25.9,Yes,No
3674,2010-01-12,37,23.0,30.3,0.0,8.8,9.4,,,ENE,26.0,65.0,1008.5,1.0,28.4,No,No
3675,2010-01-28,37,22.2,26.6,0.0,4.8,1.8,,,ENE,17.0,81.0,1009.5,8.0,24.6,No,Yes
