Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2011-07-15,37,5.6,13.2,0.8,2.0,0.6,S,39.0,S,13.0,84.0,1032.4,,12.7,No,Yes
2011-07-22,37,11.3,13.9,88.2,,0.0,S,46.0,WSW,19.0,95.0,1018.0,,11.5,Yes,Yes
2011-08-11,37,7.3,18.5,0.0,,6.7,W,33.0,S,13.0,47.0,1008.2,,16.9,No,Yes
2011-11-16,37,19.1,22.1,0.0,10.0,1.1,S,65.0,SSW,22.0,73.0,1018.7,,20.7,No,Yes
2011-12-06,37,12.6,19.1,5.4,2.8,0.5,ESE,30.0,SE,17.0,58.0,1017.9,,17.4,Yes,Yes
2012-02-02,37,18.5,20.2,5.4,2.8,0.0,ESE,39.0,SE,17.0,82.0,1010.5,,18.5,Yes,Yes
2012-02-10,37,19.9,25.7,3.8,5.8,4.4,NE,46.0,NE,24.0,63.0,1009.9,,24.3,Yes,Yes
2012-03-03,37,18.0,22.6,16.8,2.8,0.0,ENE,48.0,NNE,17.0,81.0,1018.5,,19.9,Yes,Yes
2012-03-07,37,17.1,23.3,0.0,6.6,7.8,SSW,54.0,S,22.0,60.0,1015.7,,21.3,No,Yes
2012-04-16,37,15.9,25.8,0.0,,7.8,S,35.0,SSE,20.0,58.0,1021.7,,23.5,No,Yes
2012-04-23,37,17.6,19.5,0.0,1.6,0.1,NW,33.0,N,15.0,85.0,1011.0,,19.1,No,Yes
2012-06-16,37,11.7,13.9,0.4,1.8,0.0,W,26.0,NNE,9.0,91.0,1014.2,,13.8,No,Yes
2012-07-20,37,5.8,17.3,0.0,2.8,9.8,SSW,35.0,SSW,19.0,38.0,1024.7,1.0,16.6,No,Yes
2012-09-18,37,12.4,20.6,0.0,3.6,7.7,E,37.0,E,20.0,66.0,1013.8,5.0,18.2,No,Yes
2013-04-02,37,16.3,26.2,0.0,3.8,10.9,SW,39.0,ESE,19.0,41.0,1013.8,2.0,25.4,No,Yes
2013-04-20,37,12.2,19.0,33.6,,1.2,SE,65.0,SSE,30.0,68.0,1014.1,7.0,17.5,Yes,Yes
2013-06-01,37,13.9,21.2,0.0,4.0,3.0,NW,52.0,N,17.0,61.0,1014.1,7.0,19.9,No,Yes
2013-06-21,37,8.0,17.3,0.0,2.0,8.1,W,31.0,SSW,15.0,58.0,1019.1,2.0,16.1,No,Yes
2013-06-28,37,12.9,16.1,16.8,2.8,0.0,ESE,41.0,ENE,15.0,83.0,1022.5,7.0,16.0,Yes,Yes
2013-10-03,37,15.2,18.9,0.0,10.0,3.7,WSW,65.0,S,24.0,41.0,1014.3,4.0,17.2,No,Yes
2013-10-13,37,17.5,35.0,0.0,6.6,10.8,WNW,80.0,WNW,46.0,10.0,996.3,1.0,34.2,No,Yes
2014-03-02,37,17.9,22.8,6.6,2.4,1.2,ESE,41.0,S,17.0,86.0,1020.6,8.0,19.8,Yes,Yes
2014-03-12,37,19.2,29.2,0.0,8.2,6.2,SE,37.0,E,11.0,52.0,1015.4,7.0,27.6,No,Yes
2014-03-30,37,19.4,27.0,0.2,3.6,10.1,SE,35.0,ESE,22.0,55.0,1019.2,3.0,27.0,No,Yes
2014-04-07,37,15.3,22.4,16.0,4.2,3.3,SSE,39.0,SSE,9.0,63.0,1023.6,6.0,21.1,Yes,Yes
2014-04-13,37,16.0,20.6,3.8,1.4,1.0,SSE,52.0,S,15.0,88.0,1016.1,7.0,18.5,Yes,Yes
2014-05-03,37,11.7,15.7,1.2,5.6,1.1,W,57.0,W,35.0,46.0,994.8,7.0,14.8,Yes,Yes
2014-06-04,37,11.2,22.3,0.0,3.6,9.6,W,33.0,SSE,13.0,53.0,1022.9,3.0,22.0,No,Yes
2014-08-20,37,9.5,17.1,8.2,4.6,5.0,SW,44.0,S,22.0,54.0,1024.5,6.0,15.7,Yes,Yes
2014-08-30,37,12.0,16.1,3.2,3.8,2.7,SSW,52.0,SW,22.0,84.0,1021.7,7.0,14.9,Yes,Yes
2014-12-25,37,19.8,26.8,0.0,5.8,5.3,WSW,59.0,NE,22.0,71.0,1005.7,7.0,25.6,No,Yes
2015-02-21,37,20.5,25.6,1.0,2.8,0.0,ENE,37.0,ESE,15.0,74.0,1016.0,8.0,24.5,No,Yes
2015-03-20,37,20.0,31.4,0.0,5.2,8.0,SSE,72.0,S,39.0,65.0,1012.0,5.0,24.9,No,Yes
2015-03-21,37,18.3,23.1,2.0,7.6,0.9,SSE,44.0,SE,22.0,55.0,1025.3,6.0,21.7,Yes,Yes
2015-04-04,37,17.7,20.1,24.0,5.4,0.0,ESE,52.0,SE,26.0,93.0,1017.4,8.0,17.4,Yes,Yes
2015-04-10,37,14.7,22.4,0.4,5.2,6.0,S,35.0,S,20.0,58.0,1022.8,3.0,21.7,No,Yes
2015-04-26,37,12.7,17.1,13.0,4.0,1.3,SW,48.0,SW,19.0,81.0,1010.4,6.0,16.2,Yes,Yes
2015-04-30,37,14.0,20.9,10.2,3.8,3.0,SSE,33.0,SE,17.0,65.0,1028.4,6.0,20.4,Yes,Yes
2015-05-13,37,13.2,17.3,0.0,4.6,7.7,W,59.0,SW,13.0,32.0,1016.3,6.0,16.4,No,Yes
2015-06-18,37,11.4,17.4,2.2,1.0,0.8,W,39.0,SSW,13.0,84.0,1013.6,7.0,15.8,Yes,Yes
2015-07-07,37,7.8,14.7,0.0,3.2,2.7,SSW,43.0,SSW,11.0,85.0,1021.7,8.0,11.8,No,Yes
2015-08-23,37,15.4,18.5,2.4,6.4,0.2,NNW,22.0,NNW,7.0,73.0,1018.4,7.0,17.9,Yes,Yes
2015-11-05,37,16.0,23.4,13.0,0.0,0.7,ENE,50.0,NE,26.0,80.0,1010.5,8.0,20.5,Yes,Yes
2015-12-09,37,21.3,33.3,0.8,4.6,8.6,S,61.0,ENE,17.0,58.0,1012.1,3.0,27.5,No,Yes
2015-12-22,37,17.7,21.8,29.8,4.4,0.0,ESE,44.0,NE,2.0,90.0,1021.5,8.0,17.7,Yes,Yes
2015-12-27,37,17.1,23.0,1.8,8.8,5.7,S,59.0,S,28.0,47.0,1018.4,1.0,22.3,Yes,Yes
2016-03-30,37,19.0,28.7,7.0,1.4,7.5,WNW,30.0,NW,7.0,31.0,1012.0,6.0,26.8,Yes,Yes
2016-08-03,37,10.7,14.6,24.8,2.6,0.2,S,63.0,SSE,24.0,89.0,1017.7,8.0,12.6,Yes,Yes
2016-09-01,37,12.1,22.5,0.0,4.6,9.2,NE,28.0,NE,15.0,46.0,1015.3,3.0,20.7,No,Yes
2016-09-25,37,13.6,22.1,3.4,5.2,2.1,WSW,41.0,SE,15.0,75.0,1006.1,7.0,16.3,Yes,Yes
2016-10-21,37,15.3,25.2,0.0,7.4,8.4,NNE,46.0,NE,26.0,55.0,1012.8,7.0,23.3,No,Yes
2016-10-30,37,18.2,25.5,0.2,7.0,4.6,NW,50.0,ENE,11.0,61.0,1006.5,8.0,25.3,No,Yes
2016-11-09,37,17.8,22.7,2.0,5.2,2.5,SSW,37.0,SSE,19.0,67.0,1009.8,7.0,21.3,Yes,Yes
2016-11-11,37,17.8,24.3,0.0,7.0,11.1,E,33.0,ESE,20.0,59.0,1009.9,1.0,22.6,No,Yes
2016-12-06,37,20.4,23.6,3.2,7.0,0.0,S,33.0,NE,7.0,83.0,1010.6,8.0,22.2,Yes,Yes
2016-12-15,37,17.4,19.1,8.2,8.8,0.0,SSE,46.0,SSE,15.0,81.0,1017.4,8.0,17.7,Yes,Yes
2017-01-02,37,21.2,26.3,0.4,3.4,3.5,S,56.0,SSE,28.0,54.0,1011.8,5.0,24.8,No,Yes
2017-01-31,37,25.4,39.4,0.0,11.8,4.8,SSE,57.0,SSE,33.0,58.0,1009.7,7.0,29.2,No,Yes
2017-02-25,37,18.6,20.8,7.8,4.4,0.0,SSW,44.0,SSW,19.0,87.0,1020.1,8.0,19.0,Yes,Yes
2017-05-14,37,14.7,18.7,0.0,4.0,0.3,ESE,26.0,SE,9.0,74.0,1019.2,7.0,18.1,No,Yes
2017-06-06,37,9.1,17.9,0.0,2.2,7.2,WSW,59.0,S,15.0,43.0,1017.7,2.0,14.7,No,Yes
2017-06-07,37,8.8,15.5,54.6,2.6,0.0,SSW,56.0,S,17.0,85.0,1019.6,8.0,14.2,Yes,Yes
2009-02-11,38,17.4,22.1,2.8,2.2,1.5,SSW,56.0,SSW,33.0,70.0,1011.3,7.0,21.4,Yes,Yes
2009-02-21,38,21.7,24.2,0.0,6.4,0.3,SSW,33.0,SSE,26.0,91.0,1013.6,7.0,21.7,No,Yes
2009-03-22,38,17.7,28.0,0.0,5.6,8.4,NNE,57.0,NE,28.0,49.0,1014.8,6.0,27.0,No,Yes
2009-03-31,38,19.4,22.0,1.6,6.0,0.0,SE,65.0,SE,35.0,89.0,1020.4,8.0,20.4,Yes,Yes
2009-04-01,38,18.8,25.2,43.4,5.0,2.3,ESE,56.0,ESE,30.0,66.0,1021.1,7.0,24.8,Yes,Yes
2009-05-04,38,11.9,23.6,0.0,3.2,10.0,SSW,37.0,E,17.0,54.0,1025.3,1.0,21.7,No,Yes
2009-06-03,38,14.5,18.7,7.4,2.8,0.1,ENE,28.0,ENE,20.0,87.0,1022.0,8.0,17.6,Yes,Yes
2009-07-06,38,5.8,16.6,0.0,3.0,6.5,SW,28.0,NW,11.0,36.0,1017.4,6.0,16.0,No,Yes
2009-09-07,38,13.4,21.5,0.0,5.4,2.1,NNE,52.0,NNE,35.0,53.0,1000.4,6.0,20.2,No,Yes
2009-10-06,38,11.5,19.4,6.4,2.6,6.4,SSW,52.0,ESE,17.0,50.0,1016.5,3.0,18.9,Yes,Yes
2009-11-16,38,18.6,31.6,0.0,6.4,10.3,SSW,69.0,NE,26.0,52.0,1001.4,7.0,29.6,No,Yes
2009-11-26,38,21.5,28.1,0.0,7.8,8.4,NE,54.0,ENE,31.0,62.0,1010.9,1.0,26.5,No,Yes
2009-12-17,38,22.2,32.6,5.6,10.4,11.6,NE,76.0,NE,44.0,53.0,1007.8,5.0,28.9,Yes,Yes
2010-01-13,38,22.2,24.8,0.2,9.2,8.8,S,63.0,S,43.0,77.0,1011.4,6.0,23.8,No,Yes
2010-03-29,38,23.0,28.6,0.0,2.8,0.1,W,35.0,WNW,13.0,46.0,1016.4,8.0,27.6,No,Yes
2010-05-05,38,15.1,22.5,0.0,3.8,5.9,W,65.0,WSW,37.0,36.0,1011.7,2.0,18.2,No,Yes
2010-05-29,38,14.5,18.0,3.0,2.8,0.0,NNE,37.0,N,9.0,82.0,1004.9,8.0,16.7,Yes,Yes
2010-07-06,38,10.2,17.0,2.4,0.4,3.5,SW,50.0,SSW,35.0,84.0,1015.3,7.0,14.0,Yes,Yes
2010-10-03,38,14.7,20.2,10.2,1.0,1.2,E,56.0,E,26.0,75.0,1027.8,7.0,19.6,Yes,Yes
2010-11-08,38,16.2,27.9,0.0,5.8,7.9,WSW,76.0,NE,41.0,44.0,1014.7,7.0,24.9,No,Yes
2011-06-10,38,8.9,15.6,0.0,4.8,4.6,SW,63.0,SW,31.0,79.0,1017.1,7.0,12.5,No,Yes
2011-10-06,38,13.4,20.6,0.0,3.0,0.9,ENE,33.0,NNE,19.0,57.0,1013.5,8.0,19.8,No,Yes
2011-12-01,38,15.7,18.8,9.8,9.0,8.7,,,S,26.0,58.0,1021.3,5.0,18.4,Yes,Yes
2011-12-12,38,17.4,19.0,37.8,,0.0,S,56.0,S,30.0,82.0,1006.5,8.0,18.7,Yes,Yes
2012-02-12,38,16.5,25.7,3.8,,8.7,E,33.0,ESE,24.0,65.0,1013.7,7.0,23.2,Yes,Yes
2012-03-19,38,17.6,24.4,5.0,6.0,5.2,SE,52.0,SSE,30.0,71.0,1023.1,7.0,22.2,Yes,Yes
2012-05-20,38,9.8,16.0,0.0,3.0,0.4,,,SSW,17.0,90.0,1024.3,7.0,14.6,No,Yes
2012-05-24,38,8.8,17.3,0.0,4.0,2.4,NNW,35.0,NW,11.0,92.0,1018.7,8.0,13.3,No,Yes
2012-06-26,38,9.1,14.1,0.6,2.0,0.0,,,SSE,20.0,86.0,1029.7,8.0,12.3,No,Yes
2012-07-10,38,7.8,19.4,0.0,1.8,2.4,NNE,54.0,NNE,28.0,61.0,1020.9,7.0,18.6,No,Yes
2012-07-21,38,10.4,14.8,0.2,2.0,1.4,S,56.0,SSW,39.0,52.0,1028.5,7.0,14.5,No,Yes
2012-09-28,38,18.3,34.1,0.0,6.4,6.0,NNW,61.0,NNW,37.0,18.0,1003.0,7.0,33.2,No,Yes
2012-11-16,38,16.4,17.9,1.2,5.0,0.0,SSW,52.0,SSE,17.0,85.0,1011.1,8.0,17.0,Yes,Yes
2013-01-13,38,20.2,23.9,0.0,6.2,0.0,SSW,61.0,SSE,20.0,83.0,1009.0,7.0,21.7,No,Yes
2013-04-17,38,13.8,21.1,0.0,4.0,7.7,SSW,37.0,S,20.0,68.0,1014.1,7.0,20.6,No,Yes
2013-05-27,38,10.9,18.0,0.2,3.2,7.1,SSW,50.0,S,30.0,67.0,1028.3,5.0,17.5,No,Yes
2013-06-23,38,7.7,14.7,56.8,0.4,0.2,SE,50.0,SSW,20.0,94.0,1026.9,7.0,12.3,Yes,Yes
2013-06-26,38,11.1,19.6,9.2,1.4,4.3,SE,61.0,SSE,30.0,81.0,1020.2,7.0,15.8,Yes,Yes
2013-10-22,38,19.1,27.6,0.0,9.4,0.6,S,63.0,WSW,11.0,73.0,1012.0,8.0,23.2,No,Yes
2013-10-27,38,14.5,23.1,0.0,6.0,9.1,SE,41.0,ESE,20.0,47.0,1020.7,7.0,20.6,No,Yes
2013-11-12,38,15.1,22.4,7.4,1.8,4.9,SSE,33.0,ENE,9.0,63.0,1011.8,7.0,21.6,Yes,Yes
2014-01-20,38,21.4,26.2,0.2,4.2,2.8,S,44.0,SSE,26.0,80.0,1008.2,7.0,23.4,No,Yes
2014-04-29,38,14.2,26.4,0.0,3.0,8.5,N,33.0,NE,26.0,59.0,1013.1,7.0,24.0,No,Yes
2014-09-02,38,15.0,17.8,0.0,5.2,1.5,WSW,59.0,SW,28.0,75.0,1008.0,7.0,13.2,No,Yes
2014-12-07,38,18.6,29.4,17.0,7.8,8.9,ENE,37.0,ENE,19.0,60.0,1003.7,4.0,26.2,Yes,Yes
2014-12-23,38,21.4,28.8,0.0,8.2,4.6,NE,48.0,NE,28.0,83.0,1012.5,8.0,23.5,No,Yes
2015-01-27,38,18.6,20.6,18.4,5.4,0.0,S,43.0,SSE,20.0,94.0,1012.7,8.0,19.1,Yes,Yes
2015-03-22,38,18.4,25.3,1.4,5.4,1.6,E,37.0,NE,28.0,54.0,1021.9,7.0,24.5,Yes,Yes
2015-03-30,38,17.9,24.4,0.0,4.8,2.7,NNE,56.0,ESE,15.0,61.0,1022.8,5.0,24.2,No,Yes
2015-04-18,38,20.2,29.4,1.2,2.0,5.0,NNW,56.0,N,31.0,48.0,1013.5,8.0,27.3,Yes,Yes
2015-04-29,38,10.7,18.4,0.4,4.0,0.9,SSW,48.0,SSE,26.0,71.0,1028.9,7.0,18.1,No,Yes
2015-08-22,38,14.5,28.9,0.0,4.2,9.4,NNW,44.0,NNW,31.0,23.0,1015.8,5.0,28.0,No,Yes
2015-09-06,38,12.7,17.4,2.6,5.4,1.0,S,30.0,NE,13.0,75.0,1021.9,7.0,15.4,Yes,Yes
2016-01-29,38,22.1,29.9,0.0,5.0,8.2,NNE,50.0,NE,20.0,91.0,1001.7,7.0,22.1,No,Yes
2016-02-01,38,20.6,24.8,0.0,8.0,7.4,S,48.0,SSE,17.0,54.0,1001.1,4.0,24.1,No,Yes
2016-02-04,38,19.1,23.7,8.2,7.6,0.8,S,74.0,S,54.0,60.0,1012.7,7.0,23.3,Yes,Yes
2016-03-15,38,19.5,23.9,29.8,7.0,4.5,SSW,54.0,S,37.0,71.0,1018.5,6.0,23.4,Yes,Yes
2016-04-23,38,16.5,21.0,4.0,3.4,1.3,SSW,67.0,SSW,43.0,87.0,1024.4,6.0,17.4,Yes,Yes
2016-06-04,38,14.6,21.7,72.0,,0.0,NE,98.0,NE,44.0,84.0,1009.3,8.0,19.0,Yes,Yes
2016-07-09,38,8.8,16.7,21.8,0.6,5.2,S,35.0,S,15.0,74.0,1022.2,5.0,16.1,Yes,Yes
2016-09-24,38,12.5,22.2,0.0,4.8,10.1,WNW,28.0,E,19.0,61.0,1007.7,1.0,20.9,No,Yes
2016-09-28,38,9.4,20.1,0.0,7.2,11.4,WSW,41.0,ESE,17.0,39.0,1011.2,1.0,19.5,No,Yes
2016-10-17,38,18.7,19.3,0.0,11.8,2.4,W,50.0,NW,20.0,77.0,1008.5,7.0,15.3,No,Yes
2016-12-15,38,16.5,18.9,4.2,8.8,0.0,SE,44.0,SE,24.0,79.0,1017.5,8.0,18.3,Yes,Yes
2017-01-31,38,23.5,39.6,0.0,11.8,4.8,SSW,72.0,S,39.0,84.0,1010.0,7.0,24.2,No,Yes
2017-02-14,38,20.1,22.8,0.8,9.0,1.9,S,50.0,SSE,33.0,81.0,1015.9,6.0,20.7,No,Yes
2017-04-09,38,15.6,29.4,0.0,7.0,9.6,WNW,91.0,N,24.0,41.0,1006.7,4.0,28.0,No,Yes
2017-06-08,38,11.8,17.6,41.6,1.8,1.3,SW,69.0,S,28.0,92.0,1023.4,6.0,16.0,Yes,Yes
2009-07-02,42,7.3,12.7,0.6,1.8,2.9,WNW,57.0,WNW,31.0,73.0,1008.0,5.0,11.4,No,Yes
2009-07-30,42,4.2,13.1,0.0,0.6,1.1,WSW,39.0,WSW,26.0,87.0,1023.2,7.0,10.5,No,Yes
2009-08-28,42,-0.6,20.1,0.0,2.0,8.5,N,17.0,NNE,6.0,36.0,1014.0,6.0,19.8,No,Yes
2009-10-15,42,9.7,15.6,0.4,5.2,4.0,WNW,57.0,WNW,28.0,77.0,1008.0,5.0,14.2,No,Yes
2009-10-25,42,9.6,26.2,0.0,7.6,7.9,WNW,50.0,SW,20.0,27.0,1011.8,7.0,24.4,No,Yes
2010-02-11,42,20.2,36.6,3.4,7.8,11.6,WNW,52.0,NNW,11.0,30.0,1011.0,6.0,34.5,Yes,Yes
2010-02-27,42,17.6,27.2,0.0,9.4,4.5,NNW,24.0,SSW,11.0,59.0,1018.8,7.0,24.4,No,Yes
2010-07-28,42,5.9,14.6,0.0,2.2,0.7,ENE,33.0,ENE,13.0,67.0,1022.0,8.0,13.9,No,Yes
2010-08-15,42,6.8,13.2,0.0,2.0,1.4,W,46.0,NW,22.0,95.0,1006.0,8.0,10.5,No,Yes
2010-10-12,42,13.8,19.4,1.0,5.0,1.8,ENE,31.0,E,15.0,72.0,1024.6,7.0,19.0,No,Yes
2010-10-14,42,13.6,19.9,46.6,2.6,2.6,W,22.0,N,7.0,68.0,1011.1,7.0,18.5,Yes,Yes
2010-12-02,42,17.1,26.9,1.4,3.6,5.9,ENE,67.0,NE,11.0,70.0,1011.5,7.0,23.7,Yes,Yes
2010-12-09,42,19.0,27.1,67.6,12.2,3.3,WSW,35.0,WNW,15.0,46.0,1007.3,4.0,26.7,Yes,Yes
2011-02-19,42,23.4,27.7,0.0,6.8,2.9,S,44.0,NW,13.0,93.0,1006.9,7.0,23.8,No,Yes
2011-08-06,42,9.9,14.0,11.4,6.0,0.6,N,31.0,N,15.0,76.0,1015.9,7.0,13.5,Yes,Yes
2011-10-01,42,8.2,11.6,1.4,2.2,0.0,SSE,31.0,SE,11.0,85.0,1006.7,8.0,11.0,Yes,Yes
2011-10-02,42,2.9,19.2,6.6,1.2,9.7,E,37.0,SSW,13.0,40.0,1017.1,7.0,18.4,Yes,Yes
2011-11-09,42,17.0,32.7,0.2,4.8,7.5,W,56.0,NW,26.0,36.0,1009.5,5.0,30.7,No,Yes
2011-11-20,42,18.3,22.2,6.8,7.4,1.7,,,WSW,28.0,44.0,1013.9,7.0,19.7,Yes,Yes
2012-06-04,42,5.7,12.8,0.2,1.4,1.2,W,39.0,W,24.0,63.0,1005.6,7.0,12.2,No,Yes
2012-06-16,42,3.8,11.4,0.0,1.6,0.2,ENE,15.0,W,9.0,89.0,1015.2,7.0,11.2,No,Yes
2012-11-06,42,21.5,31.8,0.0,7.4,0.8,N,50.0,N,24.0,28.0,1010.8,7.0,29.3,No,Yes
2012-11-08,42,15.4,26.8,22.2,1.2,8.4,WNW,37.0,W,17.0,33.0,1011.8,2.0,25.3,Yes,Yes
2013-03-27,42,17.7,34.2,0.0,6.2,11.0,N,48.0,NNW,26.0,28.0,1012.1,3.0,33.0,No,Yes
2013-03-28,42,21.0,23.8,3.0,10.0,0.1,SW,39.0,WSW,28.0,91.0,1016.2,8.0,15.6,Yes,Yes
2013-04-29,42,9.5,22.4,0.0,5.2,3.0,S,26.0,S,19.0,47.0,1023.4,7.0,19.4,No,Yes
2013-05-20,42,2.8,15.0,0.8,1.8,5.8,ENE,22.0,E,15.0,60.0,1016.4,3.0,14.7,No,Yes
2013-06-11,42,2.7,14.7,0.0,0.6,3.0,ESE,24.0,E,15.0,71.0,1017.7,6.0,14.1,No,Yes
2013-06-18,42,2.6,11.5,0.4,0.8,2.4,W,22.0,W,13.0,77.0,1016.1,6.0,10.6,No,Yes
2013-06-24,42,4.3,11.8,0.4,0.2,0.0,SSW,24.0,SW,11.0,90.0,1022.2,8.0,9.2,No,Yes
2013-07-14,42,10.5,13.3,2.2,2.0,0.0,E,31.0,E,19.0,86.0,1023.0,7.0,12.7,Yes,Yes
2013-07-15,42,10.7,14.1,6.4,0.4,0.0,NNW,24.0,N,9.0,87.0,1021.4,8.0,13.8,Yes,Yes
2013-08-18,42,2.5,17.6,0.0,2.4,9.5,NNW,44.0,NW,28.0,41.0,1011.8,1.0,17.4,No,Yes
2013-10-22,42,18.0,26.6,0.0,4.0,0.7,N,50.0,NE,22.0,66.0,1008.4,7.0,22.8,No,Yes
2013-11-10,42,5.5,22.3,0.0,8.0,7.2,ENE,50.0,ENE,20.0,36.0,1014.4,7.0,19.4,No,Yes
2014-05-02,42,7.1,15.3,0.0,3.4,1.5,NNW,28.0,NW,17.0,49.0,1002.6,7.0,14.2,No,Yes
2014-05-31,42,9.7,18.7,0.0,0.8,4.1,ENE,39.0,ENE,13.0,84.0,1020.0,7.0,15.2,No,Yes
2014-06-02,42,9.2,14.0,5.0,1.0,0.8,WNW,26.0,W,9.0,83.0,1017.3,7.0,12.8,Yes,Yes
2014-09-01,42,4.9,21.5,0.0,2.4,5.1,WNW,41.0,NNW,20.0,30.0,1009.7,6.0,21.2,No,Yes
2014-12-23,42,20.4,32.5,0.8,8.6,4.5,N,59.0,N,19.0,42.0,1008.1,4.0,28.9,No,Yes
2015-01-14,42,17.9,25.9,22.8,2.0,1.7,W,46.0,WNW,20.0,72.0,1001.2,7.0,22.3,Yes,Yes
2015-04-07,42,10.9,14.3,3.8,2.6,0.1,SSE,39.0,NNW,15.0,81.0,1007.7,7.0,13.7,Yes,Yes
2015-04-16,42,12.4,27.1,0.4,3.0,10.6,WNW,28.0,WSW,15.0,21.0,1020.6,5.0,26.6,No,Yes
2015-09-02,42,3.5,17.2,0.0,2.0,5.8,ENE,35.0,ENE,22.0,52.0,1009.2,3.0,16.8,No,Yes
2015-09-03,42,7.5,14.7,18.0,3.2,1.0,WSW,33.0,SW,17.0,77.0,1011.7,7.0,12.8,Yes,Yes
2016-01-22,42,20.3,26.0,0.4,7.8,0.6,SW,26.0,NW,2.0,91.0,1007.5,8.0,21.8,No,Yes
2016-03-18,42,18.2,22.0,15.0,9.0,5.3,W,78.0,W,43.0,48.0,1001.4,7.0,19.6,Yes,Yes
2016-05-16,42,6.3,20.9,0.0,7.0,,SW,20.0,ENE,6.0,51.0,1017.5,,19.5,No,Yes
2016-07-22,42,10.4,19.9,9.0,1.0,,W,65.0,WNW,33.0,84.0,999.5,8.0,18.4,Yes,Yes
2016-09-09,42,14.2,17.4,0.0,,,NNE,65.0,NNE,30.0,90.0,1011.2,8.0,15.3,No,Yes
2016-09-20,42,5.2,15.3,0.0,1.6,,ENE,30.0,NE,13.0,57.0,1014.9,8.0,14.8,No,Yes
2016-12-15,42,17.2,25.5,0.0,6.4,,ENE,46.0,E,24.0,48.0,1012.5,8.0,24.0,No,Yes
2017-04-25,42,15.9,19.5,3.4,2.6,,NW,56.0,WSW,28.0,85.0,1007.3,8.0,17.7,Yes,Yes
2009-03-26,45,14.9,32.2,0.0,5.6,8.3,SE,26.0,SE,15.0,44.0,1016.1,2.0,30.5,No,Yes
2009-04-04,45,19.3,23.7,0.4,3.2,0.1,SSW,43.0,S,24.0,92.0,1017.3,7.0,19.6,No,Yes
2009-04-06,45,13.9,23.7,0.0,3.4,2.3,S,41.0,S,28.0,80.0,1018.1,6.0,19.7,No,Yes
2009-04-19,45,14.6,21.1,41.0,3.8,5.6,SSE,61.0,SSE,37.0,67.0,1015.6,6.0,20.3,Yes,Yes
2009-05-18,45,8.8,21.5,0.0,2.6,4.2,ESE,28.0,ESE,17.0,53.0,1022.1,8.0,20.1,No,Yes
2009-07-06,45,1.1,15.4,0.0,3.4,3.5,NW,31.0,N,6.0,59.0,1017.3,6.0,13.7,No,Yes
2009-10-26,45,15.3,17.6,10.4,2.8,0.0,SE,57.0,SE,37.0,78.0,1022.7,8.0,16.0,Yes,Yes
2010-01-01,45,20.7,30.6,0.0,4.0,1.6,W,33.0,WNW,17.0,51.0,,7.0,30.0,No,Yes
2010-03-01,45,18.2,21.5,31.6,10.4,0.0,SSW,56.0,SE,28.0,96.0,1016.9,8.0,18.8,Yes,Yes
2010-03-06,45,20.9,29.3,11.4,4.6,3.5,E,31.0,WSW,9.0,89.0,1010.4,7.0,23.6,Yes,Yes
2010-03-12,45,16.4,25.7,,,,SSE,46.0,SSE,33.0,51.0,1033.0,,24.0,,Yes
2010-04-24,45,13.9,27.1,0.0,4.6,3.1,NW,30.0,NNW,15.0,46.0,1011.7,7.0,26.0,No,Yes
2010-05-18,45,11.5,16.8,20.2,0.8,0.8,SSW,39.0,SW,20.0,75.0,1016.6,7.0,16.8,Yes,Yes
2010-06-03,45,10.8,20.2,1.6,2.8,5.9,ESE,57.0,SSW,24.0,74.0,1017.9,7.0,19.5,Yes,Yes
2010-06-06,45,9.2,18.0,0.0,3.4,5.3,WSW,41.0,WSW,17.0,57.0,1015.0,6.0,16.6,No,Yes
2010-07-05,45,8.4,15.4,9.6,8.2,,WNW,26.0,SE,6.0,81.0,1023.1,7.0,15.0,Yes,Yes
2010-08-22,45,6.2,17.7,0.0,6.2,7.9,W,37.0,SE,15.0,43.0,1021.0,6.0,15.6,No,Yes
2010-09-09,45,3.8,19.8,0.0,3.4,1.0,WNW,22.0,N,11.0,66.0,1012.2,8.0,17.2,No,Yes
2010-11-10,45,17.7,29.1,0.0,7.6,6.9,ENE,41.0,SE,15.0,52.0,1018.3,4.0,27.3,No,Yes
2011-01-09,45,22.5,28.7,1.0,5.8,11.3,E,48.0,ESE,33.0,64.0,1013.2,4.0,27.2,No,Yes
2011-03-10,45,18.7,29.8,0.0,2.6,,W,33.0,SE,17.0,54.0,1012.1,7.0,27.9,No,Yes
2011-03-31,45,16.0,25.4,0.6,4.4,4.6,SSE,46.0,SSE,28.0,62.0,1021.8,7.0,23.4,No,Yes
2011-05-17,45,4.7,19.5,0.0,2.4,10.0,S,24.0,S,17.0,63.0,1027.7,1.0,18.5,No,Yes
2011-07-03,45,4.5,19.9,,,,,,NNW,13.0,47.0,1019.0,,19.6,,Yes
2011-08-14,45,7.1,18.0,,,,SSE,31.0,S,20.0,66.0,1023.4,7.0,15.4,,Yes
